,provision,without,with,diff,p_value,n_without,n_with
97,ccrevoke_college,3.6507838025532524,5.16837236507649,-1.5175885625232373,0.12479175261396942,13,18
226,invcommitment_mcdv,5.637482750219054,4.181085668341454,1.4563970818776006,0.12960944008500846,14,19
115,danger_mcdv,5.637482750219054,4.181085668341454,1.4563970818776006,0.12960944008500846,14,19
171,dvrodating_stalking,4.9835218212183685,3.56729330849212,1.4162285127262484,0.13214971419834143,29,11
112,danger_gunshowh,5.294566861214681,3.662123347633557,1.6324435135811237,0.1329281953051058,21,10
219,gunshowh_invcommitment,5.294566861214681,3.662123347633557,1.6324435135811237,0.1329281953051058,21,10
175,dvrosurrender_dvrosurrendernoconditions,5.101720774778229,3.808035478670872,1.2936852961073573,0.13294209432335596,35,13
163,dvrodating_dvrosurrenderdating,4.85409989613337,3.517546438701943,1.3365534574314268,0.136402433042522,34,11
204,elementary_violentpartial,5.191885402778079,3.4435829608848194,1.74830244189326,0.13669563784523112,12,11
218,felony_violentpartial,5.179777993833385,3.3508585673434674,1.8289194264899176,0.14045313710969082,10,13
68,cap16_felony,5.5993644076530655,3.7841853167513584,1.8151790909017071,0.1417783552528942,10,10
77,capuses_felony,5.5993644076530655,3.945634734196988,1.6537296734560774,0.14343707125152902,10,13
56,cap14_felony,5.5993644076530655,3.945634734196988,1.6537296734560774,0.14343707125152902,10,13
220,gunshowh_mcdv,5.274781257458965,3.9040586761657643,1.370722581293201,0.14442095900611032,22,10
152,dvro_recordsallh,5.222016371750071,3.800038271797105,1.4219780999529656,0.1466043050894889,21,10
132,dealerh_mcdv,5.454622721713124,4.108540689052788,1.3460820326603358,0.14703923402643443,21,12
221,gunshowh_recordsallh,5.007183605477039,3.669489200947289,1.3376944045297496,0.14710077248008283,37,11
109,danger_dvrodating,5.100479995318418,3.721174562956461,1.379305432361957,0.14790399863430043,18,12
167,dvrodating_invcommitment,5.100479995318418,3.721174562956461,1.379305432361957,0.14790399863430043,18,12
16,age21handgunsale_felony,5.20884671488615,3.339967486165677,1.8688792287204725,0.1493099980581222,10,10
213,felony_statechecksh,5.314361738215462,3.6137443599016,1.7006173783138618,0.14978267192955835,10,13
268,opencarrypermith_recordsdealerh,5.601579886277636,3.988961201868461,1.6126186844091754,0.14989785733374955,22,10
130,dealerh_dvro,5.105101135009737,3.647404204247142,1.4576969307625949,0.15347284287091256,21,11
189,dvrosurrendernoconditions_invcommitment,5.474560741832894,3.8592063497953406,1.6153543920375535,0.15359881966251082,19,10
111,danger_dvrosurrendernoconditions,5.474560741832894,3.8592063497953406,1.6153543920375535,0.15359881966251082,19,10
190,dvrosurrendernoconditions_mcdv,5.317709460949798,3.848966832885753,1.468742628064045,0.15446420397912142,20,10
164,dvrodating_dvrosurrendernoconditions,4.8196233147354555,3.517546438701943,1.3020768760335124,0.1549130039226876,32,11
145,dvro_invoutpatient,5.176218424037284,3.9979221311806605,1.1782962928566234,0.1629709617446855,22,14
200,elementary_statechecksh,5.312486972247839,3.892566352921078,1.4199206193267613,0.16398963352330223,13,12
269,opencarrypermith_stalking,5.244730324605071,3.731716641820751,1.5130136827843206,0.16860669705203776,25,10
207,felony_mcdvdating,5.0399041353216,3.3812432047595324,1.6586609305620676,0.1718719409278943,10,13
267,opencarrypermith_opencarrypermitl,4.953502636888209,3.59819366278346,1.3553089741047493,0.17236360285762461,31,10
209,felony_permith,5.226523144059299,3.5574438064187146,1.6690793376405844,0.17498596173652842,11,11
249,mcdv_opencarrypermith,5.450275189629568,4.090895192129362,1.3593799975002057,0.17596147262753978,16,12
143,dvro_exparte,4.967086283916814,3.6906554312483437,1.27643085266847,0.1784236913166616,24,10
113,danger_invcommitment,5.224047809981496,4.210173261010022,1.013874548971474,0.17842467611459556,22,28
198,elementary_recordsdealerh,5.190695813346879,3.8708364379508984,1.3198593753959802,0.18081504417807978,12,14
305,threedaylimit_universalpermith,5.323426951919431,3.999596240404896,1.323830711514535,0.18129210434373746,32,10
8,age18longgunsale_invcommitment,4.663721822741371,3.5186537693910283,1.1450680533503426,0.18526758534593415,15,12
4,age18longgunsale_danger,4.663721822741371,3.5186537693910283,1.1450680533503426,0.18526758534593415,15,12
193,elementary_mcdvdating,5.100192652747792,3.5066216764451137,1.593570976302678,0.18605505582852427,12,11
30,backgroundpurge_dvrodating,5.184352417048624,3.9111089531468197,1.273243463901804,0.18608764261634395,29,10
117,danger_opencarrypermith,5.149201063524187,3.704477688904092,1.4447233746200956,0.1878661603481081,17,14
228,invcommitment_opencarrypermith,5.149201063524187,3.704477688904092,1.4447233746200956,0.1878661603481081,17,14
141,dvro_dvrosurrendernoconditions,4.967086283916814,3.808035478670872,1.1590508052459416,0.18796767006512635,24,13
170,dvrodating_opencarrypermith,4.859019975971749,3.569142431509815,1.289877544461934,0.19764021858301156,25,10
76,capuses_elementary,5.3760952790180205,4.083521032877441,1.2925742461405791,0.19809131764596438,13,12
55,cap14_elementary,5.3760952790180205,4.083521032877441,1.2925742461405791,0.19809131764596438,13,12
108,danger_dvro,5.398918653372268,4.192555804992691,1.2063628483795776,0.20125745942620538,15,19
144,dvro_invcommitment,5.398918653372268,4.192555804992691,1.2063628483795776,0.20125745942620538,15,19
195,elementary_permith,5.099096366811136,3.684088272057431,1.4150080947537056,0.20531894181720645,14,10
210,felony_permitlaw,5.226523144059299,3.5912763698279155,1.6352467742313834,0.2054605396261755,11,10
149,dvro_opencarrypermith,5.1506110471681374,3.967136531016152,1.1834745161519855,0.2265618805962406,17,12
33,backgroundpurge_felony,4.901295752784569,3.6068809104844033,1.2944148423001658,0.22954933065372493,12,14
214,felony_traffickingprohibited,4.726682896369593,3.3822590231993384,1.3444238731702547,0.232231312152085,12,12
196,elementary_permitlaw,4.97376448717884,3.684088272057431,1.2896762151214087,0.23471880165196018,15,10
177,dvrosurrender_felony,5.05211430700869,3.768254678750988,1.283859628257702,0.23685545040801775,12,14
176,dvrosurrender_elementary,4.934210031775496,3.644393684614168,1.2898163471613282,0.24113664013182262,13,11
212,felony_reportdealerh,4.95158289371974,3.413596031961974,1.537986861757766,0.2417581474004597,11,10
32,backgroundpurge_elementary,5.027580363427461,3.823359591718009,1.2042207717094517,0.24331844834846172,14,12
98,ccrevoke_collegeconcealed,3.6507838025532524,4.926399268913493,-1.2756154663602408,0.24637407277495207,13,12
0,age18longgunpossess_felony,5.226523144059299,3.817828480938715,1.408694663120584,0.24785774766966745,11,10
208,felony_mcdvsurrender,4.814612082477353,3.360484426760533,1.4541276557168201,0.253715542124239,12,10
201,elementary_traffickingprohibited,4.852772960955593,3.6792649305050604,1.1735080304505328,0.25540734830114487,15,11
136,drugmisdemeanor_invcommitment,5.224047809981496,4.019032821223987,1.205014988757509,0.26374431911889523,22,10
107,danger_drugmisdemeanor,5.224047809981496,4.019032821223987,1.205014988757509,0.26374431911889523,22,10
211,felony_recordsallh,5.314361738215462,3.8568244915151775,1.4575372467002845,0.264261383056944,10,10
10,age18longgunsale_opencarrypermith,4.681716315770445,3.663624691457996,1.018091624312449,0.26914673211456525,22,10
215,felony_traffickingprohibitedh,4.580834493536023,3.351934722153143,1.22889977138288,0.2712224850085295,11,13
