,next_date,state,next_deaths,next_year,this_year,last_year,population,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,assault_crime,burglary_crime,larceny_theft_crime,vehicle_theft_crime,violent_crime_old,property_crime_old,murder_crime_old,rape_crime_old,robbery_crime_old,assault_crime_old,burglary_crime_old,larceny_theft_crime_old,vehicle_theft_crime_old,violent_crime_diff,income,beer,wine,spirits,alcohol_consumed,us_decile,democrat,republican,other_weapon,destructive_device,machinegun,silencer,short_barreled_rifle,short_barreled_shotgun,total_weapons,other_weapon_old,destructive_device_old,machinegun_old,silencer_old,short_barreled_rifle_old,short_barreled_shotgun_old,total_weapons_old,registration_diff,marijuana,cocaine,tobacco,alcohol_abuse,mental,depression,marijuana_old,cocaine_old,tobacco_old,alcohol_abuse_old,mental_old,depression_old,marijuana_diff,cocaine_diff,tobacco_diff,alcohol_abuse_diff,mental_diff,depression_diff,this_deaths,this_date,rate_change,month
628,2015-05-31,Arizona,23.0,2015,2014,2013,6706435,28077,231701,358,2282,7383,18054,52911,159808,18982,27576,223294,355,2344,6656,17391,48292,158036,16966,501,38127,1.18,0.4,0.79,2.37,5,44.6,53.7,1128,75858,15649,21382,7162,1951,123130,1118,71220,15498,19356,6567,1940,115699,7431,752,124,1217,418,920,362,699,120,1278,388,892,339,53,4,-61,30,28,23,24.0,2015-04-30,-0.041666666666666664,5
629,2015-06-30,Arizona,11.0,2015,2014,2013,6706435,28077,231701,358,2282,7383,18054,52911,159808,18982,27576,223294,355,2344,6656,17391,48292,158036,16966,501,38127,1.18,0.4,0.79,2.37,5,44.6,53.7,1128,75858,15649,21382,7162,1951,123130,1118,71220,15498,19356,6567,1940,115699,7431,752,124,1217,418,920,362,699,120,1278,388,892,339,53,4,-61,30,28,23,23.0,2015-05-31,-0.5217391304347826,6
630,2015-07-31,Arizona,14.0,2015,2014,2013,6706435,28077,231701,358,2282,7383,18054,52911,159808,18982,27576,223294,355,2344,6656,17391,48292,158036,16966,501,38127,1.18,0.4,0.79,2.37,5,44.6,53.7,1128,75858,15649,21382,7162,1951,123130,1118,71220,15498,19356,6567,1940,115699,7431,752,124,1217,418,920,362,699,120,1278,388,892,339,53,4,-61,30,28,23,11.0,2015-06-30,0.2727272727272727,7
631,2015-08-31,Arizona,26.0,2015,2014,2013,6706435,28077,231701,358,2282,7383,18054,52911,159808,18982,27576,223294,355,2344,6656,17391,48292,158036,16966,501,38127,1.18,0.4,0.79,2.37,5,44.6,53.7,1128,75858,15649,21382,7162,1951,123130,1118,71220,15498,19356,6567,1940,115699,7431,752,124,1217,418,920,362,699,120,1278,388,892,339,53,4,-61,30,28,23,14.0,2015-07-31,0.8571428571428571,8
632,2015-09-30,Arizona,17.0,2015,2014,2013,6706435,28077,231701,358,2282,7383,18054,52911,159808,18982,27576,223294,355,2344,6656,17391,48292,158036,16966,501,38127,1.18,0.4,0.79,2.37,5,44.6,53.7,1128,75858,15649,21382,7162,1951,123130,1118,71220,15498,19356,6567,1940,115699,7431,752,124,1217,418,920,362,699,120,1278,388,892,339,53,4,-61,30,28,23,26.0,2015-08-31,-0.34615384615384615,9
633,2015-10-31,Arizona,15.0,2015,2014,2013,6706435,28077,231701,358,2282,7383,18054,52911,159808,18982,27576,223294,355,2344,6656,17391,48292,158036,16966,501,38127,1.18,0.4,0.79,2.37,5,44.6,53.7,1128,75858,15649,21382,7162,1951,123130,1118,71220,15498,19356,6567,1940,115699,7431,752,124,1217,418,920,362,699,120,1278,388,892,339,53,4,-61,30,28,23,17.0,2015-09-30,-0.11764705882352941,10
634,2015-11-30,Arizona,11.0,2015,2014,2013,6706435,28077,231701,358,2282,7383,18054,52911,159808,18982,27576,223294,355,2344,6656,17391,48292,158036,16966,501,38127,1.18,0.4,0.79,2.37,5,44.6,53.7,1128,75858,15649,21382,7162,1951,123130,1118,71220,15498,19356,6567,1940,115699,7431,752,124,1217,418,920,362,699,120,1278,388,892,339,53,4,-61,30,28,23,15.0,2015-10-31,-0.26666666666666666,11
635,2015-12-31,Arizona,22.0,2015,2014,2013,6706435,28077,231701,358,2282,7383,18054,52911,159808,18982,27576,223294,355,2344,6656,17391,48292,158036,16966,501,38127,1.18,0.4,0.79,2.37,5,44.6,53.7,1128,75858,15649,21382,7162,1951,123130,1118,71220,15498,19356,6567,1940,115699,7431,752,124,1217,418,920,362,699,120,1278,388,892,339,53,4,-61,30,28,23,11.0,2015-11-30,1.0,12
636,2015-01-31,Arkansas,12.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,19.0,2014-12-31,-0.3684210526315789,1
637,2015-02-28,Arkansas,16.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,12.0,2015-01-31,0.3333333333333333,2
638,2015-03-31,Arkansas,5.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,16.0,2015-02-28,-0.6875,3
639,2015-04-30,Arkansas,14.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,5.0,2015-03-31,1.8,4
640,2015-05-31,Arkansas,15.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,14.0,2015-04-30,0.07142857142857142,5
641,2015-06-30,Arkansas,11.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,15.0,2015-05-31,-0.26666666666666666,6
642,2015-07-31,Arkansas,24.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,11.0,2015-06-30,1.1818181818181819,7
643,2015-08-31,Arkansas,11.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,24.0,2015-07-31,-0.5416666666666666,8
644,2015-09-30,Arkansas,15.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,11.0,2015-08-31,0.36363636363636365,9
645,2015-10-31,Arkansas,12.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,15.0,2015-09-30,-0.2,10
646,2015-11-30,Arkansas,11.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,12.0,2015-10-31,-0.08333333333333333,11
647,2015-12-31,Arkansas,9.0,2015,2014,2013,2964800,13851,109389,174,1233,2310,10134,32673,70982,5734,13705,106477,158,1135,2261,9796,30369,70430,5678,146,38007,0.96,0.21,0.62,1.79,10,36.9,60.6,588,44522,5059,9609,1712,1037,62527,589,42590,5092,8702,1563,1022,59558,2969,277,23,868,128,441,161,235,32,808,135,449,160,42,-9,60,-7,-8,1,11.0,2015-11-30,-0.18181818181818182,12
648,2015-01-31,California,111.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,84.0,2014-12-31,0.32142857142857145,1
649,2015-02-28,California,76.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,111.0,2015-01-31,-0.3153153153153153,2
650,2015-03-31,California,108.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,76.0,2015-02-28,0.42105263157894735,3
651,2015-04-30,California,93.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,108.0,2015-03-31,-0.1388888888888889,4
652,2015-05-31,California,94.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,93.0,2015-04-30,0.010752688172043012,5
653,2015-06-30,California,81.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,94.0,2015-05-31,-0.13829787234042554,6
654,2015-07-31,California,108.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,81.0,2015-06-30,0.3333333333333333,7
655,2015-08-31,California,82.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,108.0,2015-07-31,-0.24074074074074073,8
656,2015-09-30,California,122.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,82.0,2015-08-31,0.4878048780487805,9
657,2015-10-31,California,102.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,122.0,2015-09-30,-0.16393442622950818,10
658,2015-11-30,California,107.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,102.0,2015-10-31,0.049019607843137254,11
659,2015-12-31,California,120.0,2015,2014,2013,38701278,160944,1049465,1884,7837,56521,94702,245767,635090,168608,154739,1018907,1746,7464,53640,89029,232058,621557,165292,6205,51317,1.0,0.6,0.73,2.32,6,60.2,37.1,3806,230410,28822,8907,8069,12863,292877,3813,224946,28954,7714,5700,12786,283913,8964,4633,683,5882,2127,5241,1819,4384,663,6016,2307,5278,1864,249,20,-134,-180,-37,-45,107.0,2015-11-30,0.12149532710280374,12
660,2015-01-31,Colorado,9.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,9.0,2014-12-31,0.0,1
661,2015-02-28,Colorado,9.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,9.0,2015-01-31,0.0,2
662,2015-03-31,Colorado,14.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,9.0,2015-02-28,0.5555555555555556,3
663,2015-04-30,Colorado,20.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,14.0,2015-03-31,0.42857142857142855,4
664,2015-05-31,Colorado,16.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,20.0,2015-04-30,-0.2,5
665,2015-06-30,Colorado,9.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,16.0,2015-05-31,-0.4375,6
666,2015-07-31,Colorado,19.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,9.0,2015-06-30,1.1111111111111112,7
667,2015-08-31,Colorado,8.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,19.0,2015-07-31,-0.5789473684210527,8
668,2015-09-30,Colorado,21.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,8.0,2015-08-31,1.625,9
669,2015-10-31,Colorado,12.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,21.0,2015-09-30,-0.42857142857142855,10
670,2015-11-30,Colorado,25.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,12.0,2015-10-31,1.0833333333333333,11
671,2015-12-31,Colorado,14.0,2015,2014,2013,5342311,15951,139355,152,2122,3392,10285,26163,101091,12101,16099,139974,174,2198,3136,9826,25075,102375,12524,-148,50021,1.14,0.51,1.11,2.77,3,51.5,46.1,943,40705,6499,10535,3024,1472,63178,928,39837,6357,8899,2700,1450,60171,3007,909,112,1128,329,710,250,814,115,1196,325,670,246,95,-3,-68,4,40,4,25.0,2015-11-30,-0.44,12
672,2015-01-31,Connecticut,3.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,7.0,2014-12-31,-0.5714285714285714,1
673,2015-02-28,Connecticut,2.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,3.0,2015-01-31,-0.3333333333333333,2
674,2015-03-31,Connecticut,9.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,2.0,2015-02-28,3.5,3
675,2015-04-30,Connecticut,8.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,9.0,2015-03-31,-0.1111111111111111,4
676,2015-05-31,Connecticut,6.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,8.0,2015-04-30,-0.25,5
677,2015-06-30,Connecticut,6.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,6.0,2015-05-31,0.0,6
678,2015-07-31,Connecticut,13.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,6.0,2015-06-30,1.1666666666666667,7
679,2015-08-31,Connecticut,10.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,13.0,2015-07-31,-0.23076923076923078,8
680,2015-09-30,Connecticut,8.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,10.0,2015-08-31,-0.2,9
681,2015-10-31,Connecticut,8.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,8.0,2015-09-30,0.0,10
682,2015-11-30,Connecticut,8.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,8.0,2015-10-31,0.0,11
683,2015-12-31,Connecticut,9.0,2015,2014,2013,3600188,10183,77169,117,933,3709,5424,14787,55904,6478,9439,71274,91,647,3551,4906,12934,52099,6241,744,66405,0.84,0.6,0.92,2.37,6,58.1,40.8,680,10650,20606,6375,1463,966,40740,661,10410,20731,5883,1305,960,39950,790,427,66,645,206,454,167,425,60,661,214,475,173,2,6,-16,-8,-21,-6,8.0,2015-11-30,0.125,12
684,2015-01-31,Delaware,10.0,2015,2014,2013,934805,5048,30707,56,249,1498,3245,7389,21880,1438,4633,29001,41,278,1233,2960,6299,21347,1355,415,45116,1.21,0.72,1.66,3.59,1,58.6,40.0,33,2311,597,293,166,507,3907,32,2273,573,295,144,515,3832,75,109,14,222,48,136,49,108,13,217,54,129,49,1,1,5,-6,7,0,4.0,2014-12-31,1.5,1
685,2015-02-28,Delaware,4.0,2015,2014,2013,934805,5048,30707,56,249,1498,3245,7389,21880,1438,4633,29001,41,278,1233,2960,6299,21347,1355,415,45116,1.21,0.72,1.66,3.59,1,58.6,40.0,33,2311,597,293,166,507,3907,32,2273,573,295,144,515,3832,75,109,14,222,48,136,49,108,13,217,54,129,49,1,1,5,-6,7,0,10.0,2015-01-31,-0.6,2
686,2015-03-31,Delaware,3.0,2015,2014,2013,934805,5048,30707,56,249,1498,3245,7389,21880,1438,4633,29001,41,278,1233,2960,6299,21347,1355,415,45116,1.21,0.72,1.66,3.59,1,58.6,40.0,33,2311,597,293,166,507,3907,32,2273,573,295,144,515,3832,75,109,14,222,48,136,49,108,13,217,54,129,49,1,1,5,-6,7,0,4.0,2015-02-28,-0.25,3
687,2015-04-30,Delaware,7.0,2015,2014,2013,934805,5048,30707,56,249,1498,3245,7389,21880,1438,4633,29001,41,278,1233,2960,6299,21347,1355,415,45116,1.21,0.72,1.66,3.59,1,58.6,40.0,33,2311,597,293,166,507,3907,32,2273,573,295,144,515,3832,75,109,14,222,48,136,49,108,13,217,54,129,49,1,1,5,-6,7,0,3.0,2015-03-31,1.3333333333333333,4
688,2015-05-31,Delaware,5.0,2015,2014,2013,934805,5048,30707,56,249,1498,3245,7389,21880,1438,4633,29001,41,278,1233,2960,6299,21347,1355,415,45116,1.21,0.72,1.66,3.59,1,58.6,40.0,33,2311,597,293,166,507,3907,32,2273,573,295,144,515,3832,75,109,14,222,48,136,49,108,13,217,54,129,49,1,1,5,-6,7,0,7.0,2015-04-30,-0.2857142857142857,5
