,next_date,state,next_deaths,next_year,this_year,last_year,population,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,assault_crime,burglary_crime,larceny_theft_crime,vehicle_theft_crime,violent_crime_old,property_crime_old,murder_crime_old,rape_crime_old,robbery_crime_old,assault_crime_old,burglary_crime_old,larceny_theft_crime_old,vehicle_theft_crime_old,violent_crime_diff,income,beer,wine,spirits,alcohol_consumed,us_decile,democrat,republican,other_weapon,destructive_device,machinegun,silencer,short_barreled_rifle,short_barreled_shotgun,total_weapons,other_weapon_old,destructive_device_old,machinegun_old,silencer_old,short_barreled_rifle_old,short_barreled_shotgun_old,total_weapons_old,registration_diff,marijuana,cocaine,tobacco,alcohol_abuse,mental,depression,marijuana_old,cocaine_old,tobacco_old,alcohol_abuse_old,mental_old,depression_old,marijuana_diff,cocaine_diff,tobacco_diff,alcohol_abuse_diff,mental_diff,depression_diff,this_deaths,this_date,rate_change,month
0,2014-01-31,Alabama,38.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,,,,1
1,2014-02-28,Alabama,16.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,38.0,2014-01-31,-0.5789473684210527,2
2,2014-03-31,Alabama,28.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,16.0,2014-02-28,0.75,3
3,2014-04-30,Alabama,25.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,28.0,2014-03-31,-0.10714285714285714,4
4,2014-05-31,Alabama,32.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,25.0,2014-04-30,0.28,5
5,2014-06-30,Alabama,24.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,32.0,2014-05-31,-0.25,6
6,2014-07-31,Alabama,33.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,24.0,2014-06-30,0.375,7
7,2014-08-31,Alabama,29.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,33.0,2014-07-31,-0.12121212121212122,8
8,2014-09-30,Alabama,24.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,29.0,2014-08-31,-0.1724137931034483,9
9,2014-10-31,Alabama,21.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,24.0,2014-09-30,-0.125,10
10,2014-11-30,Alabama,26.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,21.0,2014-10-31,0.23809523809523808,11
11,2014-12-31,Alabama,29.0,2014,2013,2012,4827660,20834,161835,346,1449,4645,13788,42410,108862,10563,20727,154087,276,1425,4702,13744,39723,104223,10141,107,35792,1.14,0.25,0.6,1.99,9,38.4,60.6,1139,61755,17400,10610,1688,2129,94721,1133,47421,15653,8550,1327,2075,76159,18562,389,48,1266,248,703,229,362,48,1286,199,698,229,27,0,-20,49,5,0,26.0,2014-11-30,0.11538461538461539,12
12,2014-01-31,Alaska,4.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,,,,1
13,2014-02-28,Alaska,2.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,4.0,2014-01-31,-0.5,2
14,2014-03-31,Alaska,4.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,2.0,2014-02-28,1.0,3
15,2014-04-30,Alaska,3.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,4.0,2014-03-31,-0.25,4
16,2014-05-31,Alaska,3.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,3.0,2014-04-30,0.0,5
17,2014-06-30,Alaska,1.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,3.0,2014-05-31,-0.6666666666666666,6
18,2014-07-31,Alaska,2.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,1.0,2014-06-30,1.0,7
19,2014-08-31,Alaska,1.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,2.0,2014-07-31,-0.5,8
20,2014-09-30,Alaska,4.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,1.0,2014-08-31,3.0,9
21,2014-10-31,Alaska,3.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,4.0,2014-09-30,-0.25,10
22,2014-11-30,Alaska,1.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,3.0,2014-10-31,-0.6666666666666666,11
23,2014-12-31,Alaska,1.0,2014,2013,2012,736760,4709,21211,34,657,623,3127,2917,16599,1695,4684,20334,41,553,629,3243,3150,15445,1739,25,51463,1.07,0.52,1.17,2.75,3,40.8,54.8,317,3419,1623,2660,796,1185,10000,311,3317,1617,2085,508,1101,8939,1061,114,9,174,41,96,38,111,10,181,49,97,36,3,-1,-7,-8,-1,2,1.0,2014-11-30,0.0,12
24,2014-01-31,Arizona,13.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,,,,1
25,2014-02-28,Arizona,19.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,13.0,2014-01-31,0.46153846153846156,2
26,2014-03-31,Arizona,17.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,19.0,2014-02-28,-0.10526315789473684,3
27,2014-04-30,Arizona,21.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,17.0,2014-03-31,0.23529411764705882,4
28,2014-05-31,Arizona,18.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,21.0,2014-04-30,-0.14285714285714285,5
29,2014-06-30,Arizona,17.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,18.0,2014-05-31,-0.05555555555555555,6
30,2014-07-31,Arizona,18.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,17.0,2014-06-30,0.058823529411764705,7
31,2014-08-31,Arizona,17.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,18.0,2014-07-31,-0.05555555555555555,8
32,2014-09-30,Arizona,28.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,17.0,2014-08-31,0.6470588235294118,9
33,2014-10-31,Arizona,21.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,28.0,2014-09-30,-0.25,10
34,2014-11-30,Arizona,11.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,21.0,2014-10-31,-0.47619047619047616,11
35,2014-12-31,Arizona,20.0,2014,2013,2012,6616124,27576,223294,355,2344,6656,17391,48292,158036,16966,26422,213406,311,2356,6225,16614,43412,152683,17311,1154,36605,1.13,0.42,0.81,2.36,5,44.6,53.7,1118,71220,15498,19356,6567,1940,115699,1080,67185,16879,15860,5492,1851,108347,7352,699,120,1278,388,892,339,627,108,1383,370,901,331,72,12,-105,18,-9,8,11.0,2014-11-30,0.8181818181818182,12
36,2014-01-31,Arkansas,12.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,,,,1
37,2014-02-28,Arkansas,11.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,12.0,2014-01-31,-0.08333333333333333,2
38,2014-03-31,Arkansas,12.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,11.0,2014-02-28,0.09090909090909091,3
39,2014-04-30,Arkansas,14.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,12.0,2014-03-31,0.16666666666666666,4
40,2014-05-31,Arkansas,16.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,14.0,2014-04-30,0.14285714285714285,5
41,2014-06-30,Arkansas,14.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,16.0,2014-05-31,-0.125,6
42,2014-07-31,Arkansas,15.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,14.0,2014-06-30,0.07142857142857142,7
43,2014-08-31,Arkansas,23.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,15.0,2014-07-31,0.5333333333333333,8
44,2014-09-30,Arkansas,15.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,23.0,2014-08-31,-0.34782608695652173,9
45,2014-10-31,Arkansas,14.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,15.0,2014-09-30,-0.06666666666666667,10
46,2014-11-30,Arkansas,4.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,14.0,2014-10-31,-0.7142857142857143,11
47,2014-12-31,Arkansas,19.0,2014,2013,2012,2956780,13705,106477,158,1135,2261,9796,30369,70430,5678,14248,99452,175,1291,2037,10220,24816,69001,5635,-543,36007,1.0,0.2,0.6,1.81,10,36.9,60.6,589,42590,5092,8702,1563,1022,59558,591,41962,4827,7218,1091,1017,56706,2852,235,32,808,135,449,160,227,32,764,128,432,165,8,0,44,7,17,-5,4.0,2014-11-30,3.75,12
48,2014-01-31,California,113.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,,,,1
49,2014-02-28,California,99.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,113.0,2014-01-31,-0.12389380530973451,2
50,2014-03-31,California,115.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,99.0,2014-02-28,0.16161616161616163,3
51,2014-04-30,California,120.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,115.0,2014-03-31,0.043478260869565216,4
52,2014-05-31,California,141.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,120.0,2014-04-30,0.175,5
53,2014-06-30,California,111.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,141.0,2014-05-31,-0.2127659574468085,6
54,2014-07-31,California,115.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,111.0,2014-06-30,0.036036036036036036,7
55,2014-08-31,California,119.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,115.0,2014-07-31,0.034782608695652174,8
56,2014-09-30,California,95.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,119.0,2014-08-31,-0.20168067226890757,9
57,2014-10-31,California,104.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,95.0,2014-09-30,0.09473684210526316,10
58,2014-11-30,California,104.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,104.0,2014-10-31,0.0,11
59,2014-12-31,California,84.0,2014,2013,2012,38347383,154739,1018907,1746,7464,53640,89029,232058,621557,165292,153763,947193,1700,8389,48681,91804,202669,592673,151851,976,48555,0.98,0.6,0.75,2.33,6,60.2,37.1,3813,224946,28954,7714,5700,12786,283913,3698,212800,28774,7303,3738,12166,268479,15434,4384,663,6016,2307,5278,1864,4379,595,6063,2218,4964,1793,5,68,-47,89,314,71,104.0,2014-11-30,-0.19230769230769232,12
60,2014-01-31,Colorado,23.0,2014,2013,2012,5262556,16099,139974,174,2198,3136,9826,25075,102375,12524,16487,135789,150,2236,3037,10211,23502,99688,12599,-388,46869,1.2,0.5,1.11,2.81,3,51.5,46.1,928,39837,6357,8899,2700,1450,60171,910,37444,6040,6475,2217,1389,54475,5696,814,115,1196,325,670,246,686,102,1204,340,694,246,128,13,-8,-15,-24,0,,,,1
61,2014-02-28,Colorado,16.0,2014,2013,2012,5262556,16099,139974,174,2198,3136,9826,25075,102375,12524,16487,135789,150,2236,3037,10211,23502,99688,12599,-388,46869,1.2,0.5,1.11,2.81,3,51.5,46.1,928,39837,6357,8899,2700,1450,60171,910,37444,6040,6475,2217,1389,54475,5696,814,115,1196,325,670,246,686,102,1204,340,694,246,128,13,-8,-15,-24,0,23.0,2014-01-31,-0.30434782608695654,2
