,state,year,gun_deaths,population,democrat,republican,gun_deaths_norm
494,Nebraska,2008,49.0,1796378,41.6,56.5,2.7277109828777686
495,Nebraska,2009,31.0,1812683,41.6,56.5,1.7101721591695844
496,Nebraska,2010,41.0,1826341,41.6,56.5,2.244925783301147
497,Nebraska,2011,41.0,1841641,41.6,56.5,2.2262753707155736
498,Nebraska,2012,46.0,1854862,38.0,59.8,2.4799688602170944
499,Nebraska,2013,55.0,1867414,38.0,59.8,2.9452494197858643
500,Nebraska,2014,51.0,1880920,38.0,59.8,2.7114390830019355
501,Nebraska,2015,59.0,1893564,38.0,59.8,3.1158175799708907
502,Nebraska,2016,57.0,1907603,33.7,58.8,2.9880431095988
503,Nebraska,2017,47.0,1920076,33.7,58.8,2.4478197738006204
504,Nevada,2000,89.0,2018741,46.0,49.5,4.408688385483824
505,Nevada,2001,109.0,2098399,46.0,49.5,5.19443632979238
506,Nevada,2002,114.0,2173791,46.0,49.5,5.24429441468844
507,Nevada,2003,114.0,2248850,46.0,49.5,5.06925762056162
508,Nevada,2004,123.0,2346222,48.1,50.7,5.2424706613440675
509,Nevada,2005,115.0,2432143,48.1,50.7,4.728340397747994
510,Nevada,2006,131.0,2522658,48.1,50.7,5.192935387991555
511,Nevada,2007,131.0,2601072,48.1,50.7,5.036384998185364
512,Nevada,2008,100.0,2653630,55.1,42.7,3.7684228773416035
513,Nevada,2009,97.0,2684665,55.1,42.7,3.613113740448063
514,Nevada,2010,90.0,2700551,55.1,42.7,3.3326532252121877
515,Nevada,2011,84.0,2718170,55.1,42.7,3.090314439494218
516,Nevada,2012,77.0,2752410,52.4,45.7,2.7975483303722917
517,Nevada,2013,88.0,2786547,52.4,45.7,3.1580303508248737
518,Nevada,2014,150.0,2831730,52.4,45.7,5.297115191066944
519,Nevada,2015,183.0,2883057,52.4,45.7,6.347429135115956
520,Nevada,2016,205.0,2939254,47.9,45.5,6.974558850647137
521,Nevada,2017,259.0,2998039,47.9,45.5,8.638980346820038
522,New Hampshire,2000,8.0,1239882,46.8,48.1,0.6452226905463585
523,New Hampshire,2001,9.0,1255517,46.8,48.1,0.7168361718718266
524,New Hampshire,2002,5.0,1269089,46.8,48.1,0.39398340069136206
525,New Hampshire,2003,8.0,1279840,46.8,48.1,0.6250781347668458
526,New Hampshire,2004,11.0,1290121,50.4,49.0,0.8526332026220796
527,New Hampshire,2005,8.0,1298492,50.4,49.0,0.616099290561667
528,New Hampshire,2006,12.0,1308389,50.4,49.0,0.9171584291827584
529,New Hampshire,2007,6.0,1312540,50.4,49.0,0.4571289255946485
530,New Hampshire,2008,0.0,1315906,54.1,44.5,0.0
531,New Hampshire,2009,0.0,1316102,54.1,44.5,0.0
532,New Hampshire,2010,0.0,1316470,54.1,44.5,0.0
533,New Hampshire,2011,10.0,1318345,54.1,44.5,0.75852678926988
534,New Hampshire,2012,13.0,1320923,52.0,46.4,0.9841603182017423
535,New Hampshire,2013,0.0,1322622,52.0,46.4,0.0
536,New Hampshire,2014,22.0,1328684,52.0,46.4,1.6557736828320353
537,New Hampshire,2015,22.0,1330134,52.0,46.4,1.6539686978905885
538,New Hampshire,2016,20.0,1335015,47.0,46.6,1.4981105081216315
539,New Hampshire,2017,23.0,1342795,47.0,46.6,1.7128452220927246
540,New Jersey,2000,172.0,8430621,56.1,40.3,2.0401818561171234
541,New Jersey,2001,185.0,8492671,56.1,40.3,2.1783488374858746
542,New Jersey,2002,208.0,8552643,56.1,40.3,2.4319967523489523
543,New Jersey,2003,257.0,8601402,56.1,40.3,2.9878849982828384
544,New Jersey,2004,253.0,8634561,53.0,46.2,2.9300852701139064
545,New Jersey,2005,288.0,8651974,53.0,46.2,3.328720127915317
546,New Jersey,2006,301.0,8661679,53.0,46.2,3.475076829792469
547,New Jersey,2007,276.0,8677885,53.0,46.2,3.1804984739945277
548,New Jersey,2008,244.0,8711090,57.3,41.7,2.8010271963669298
549,New Jersey,2009,229.0,8755602,57.3,41.7,2.615468359571392
550,New Jersey,2010,260.0,8791894,57.3,41.7,2.957269503021761
551,New Jersey,2011,288.0,8844694,57.3,41.7,3.25618953012959
552,New Jersey,2012,276.0,8882095,58.3,40.5,3.107375005558936
553,New Jersey,2013,298.0,8913735,58.3,40.5,3.343155254222837
554,New Jersey,2014,278.0,8943010,58.3,40.5,3.1085730643262166
555,New Jersey,2015,249.0,8960001,58.3,40.5,2.7790175469846488
556,New Jersey,2016,297.0,8978416,55.0,41.0,3.3079331588110863
557,New Jersey,2017,275.0,9005644,55.0,41.0,3.0536405836162297
558,New Mexico,2000,99.0,1821204,47.9,47.8,5.435964340073928
559,New Mexico,2001,67.0,1831690,47.9,47.8,3.657824195142191
560,New Mexico,2002,81.0,1855309,47.9,47.8,4.365849570071616
561,New Mexico,2003,87.0,1877574,47.9,47.8,4.633638940462533
562,New Mexico,2004,81.0,1903808,49.0,49.8,4.254630719064107
563,New Mexico,2005,77.0,1932274,49.0,49.8,3.9849420941336477
564,New Mexico,2006,73.0,1962137,49.0,49.8,3.720433384620952
565,New Mexico,2007,78.0,1990070,49.0,49.8,3.9194601194932845
566,New Mexico,2008,86.0,2010662,56.9,41.8,4.2771982560967485
567,New Mexico,2009,92.0,2036802,56.9,41.8,4.516884802744695
568,New Mexico,2010,76.0,2059179,56.9,41.8,3.6907913299426616
569,New Mexico,2011,73.0,2077744,56.9,41.8,3.513426100616823
570,New Mexico,2012,80.0,2083590,53.0,42.8,3.8395269702772623
571,New Mexico,2013,82.0,2085161,53.0,42.8,3.9325500524899515
572,New Mexico,2014,90.0,2083207,53.0,42.8,4.320261980686509
573,New Mexico,2015,116.0,2082264,53.0,42.8,5.570859410718334
574,New Mexico,2016,122.0,2085432,48.3,40.0,5.850106836377307
575,New Mexico,2017,125.0,2088070,48.3,40.0,5.986389345184787
576,New York,2000,602.0,19001780,57.8,33.1,3.1681242494124238
577,New York,2001,583.0,19082838,57.8,33.1,3.055101133280071
578,New York,2002,550.0,19137800,57.8,33.1,2.8738935509828716
579,New York,2003,589.0,19175939,57.8,33.1,3.071557538851162
580,New York,2004,516.0,19171567,57.9,39.8,2.6914857820437943
581,New York,2005,515.0,19132610,57.9,39.8,2.691739391541457
582,New York,2006,570.0,19104631,57.9,39.8,2.983569795197824
583,New York,2007,522.0,19132335,57.9,39.8,2.728365356345684
584,New York,2008,508.0,19212436,62.8,36.1,2.6441207143123338
585,New York,2009,505.0,19307066,62.8,36.1,2.6156226948206425
586,New York,2010,527.0,19378102,62.8,36.1,2.7195645889365223
587,New York,2011,466.0,19526372,62.8,36.1,2.3865160409726904
588,New York,2012,436.0,19625409,63.3,35.2,2.2216097509101593
589,New York,2013,380.0,19712514,63.3,35.2,1.9277094742963785
590,New York,2014,397.0,19773580,63.3,35.2,2.007729505734419
591,New York,2015,463.0,19819347,63.3,35.2,2.336101184362936
592,New York,2016,416.0,19836286,58.4,36.2,2.097166778095456
593,New York,2017,347.0,19849399,58.4,36.2,1.748163760524941
594,North Carolina,2000,458.0,8081614,43.2,56.0,5.667184797492184
595,North Carolina,2001,418.0,8210122,43.2,56.0,5.091276353749676
596,North Carolina,2002,467.0,8326201,43.2,56.0,5.6088004601378225
597,North Carolina,2003,396.0,8422501,43.2,56.0,4.701691338475353
598,North Carolina,2004,411.0,8553152,43.6,56.1,4.805246066011688
599,North Carolina,2005,451.0,8705407,43.6,56.1,5.180688277986314
600,North Carolina,2006,439.0,8917270,43.6,56.1,4.923031376194732
601,North Carolina,2007,458.0,9118037,43.6,56.1,5.023010983614126
602,North Carolina,2008,467.0,9309449,49.7,49.4,5.016408597329445
603,North Carolina,2009,407.0,9449566,49.7,49.4,4.307076113336845
604,North Carolina,2010,376.0,9535483,49.7,49.4,3.9431668013041397
605,North Carolina,2011,380.0,9662940,49.7,49.4,3.932550548797778
606,North Carolina,2012,422.0,9755299,48.4,50.4,4.3258540819712445
607,North Carolina,2013,412.0,9849812,48.4,50.4,4.1828209513034365
608,North Carolina,2014,487.0,9941160,48.4,50.4,4.898824684443264
609,North Carolina,2015,493.0,10041769,48.4,50.4,4.909493536447612
610,North Carolina,2016,576.0,10156689,46.2,49.8,5.6711394825616885
611,North Carolina,2017,556.0,10273419,46.2,49.8,5.412024954886002
612,North Dakota,2000,5.0,642023,33.1,60.7,0.7787882988615673
613,North Dakota,2001,5.0,639062,33.1,60.7,0.7823967001636773
614,North Dakota,2002,3.0,638168,33.1,60.7,0.4700956487946748
615,North Dakota,2003,12.0,638817,33.1,60.7,1.878472238528405
616,North Dakota,2004,6.0,644705,35.5,62.9,0.9306582080176204
617,North Dakota,2005,3.0,646089,35.5,62.9,0.4643323133500183
618,North Dakota,2006,1.0,649422,35.5,62.9,0.15398308033913233
619,North Dakota,2007,5.0,652822,35.5,62.9,0.7659055607807336
620,North Dakota,2008,0.0,657569,44.6,53.3,0.0
621,North Dakota,2009,0.0,664968,44.6,53.3,0.0
622,North Dakota,2010,0.0,672591,44.6,53.3,0.0
623,North Dakota,2011,0.0,684830,44.6,53.3,0.0
624,North Dakota,2012,0.0,701380,38.7,58.3,0.0
625,North Dakota,2013,0.0,722908,38.7,58.3,0.0
626,North Dakota,2014,15.0,738658,38.7,58.3,2.0307097465945
627,North Dakota,2015,18.0,754859,38.7,58.3,2.3845512870615573
628,North Dakota,2016,18.0,755548,27.2,63.0,2.3823767649441203
629,North Dakota,2017,15.0,755393,27.2,63.0,1.9857213397529498
630,Ohio,2000,253.0,11363543,46.5,50.0,2.226418292252689
631,Ohio,2001,316.0,11387404,46.5,50.0,2.7749959516672984
632,Ohio,2002,353.0,11407889,46.5,50.0,3.0943498836638397
633,Ohio,2003,321.0,11434788,46.5,50.0,2.807223011043143
634,Ohio,2004,340.0,11452251,48.7,50.8,2.9688486569146972
635,Ohio,2005,408.0,11463320,48.7,50.8,3.5591783183231387
636,Ohio,2006,451.0,11481213,48.7,50.8,3.9281563716307675
637,Ohio,2007,413.0,11500468,48.7,50.8,3.5911582033009437
638,Ohio,2008,402.0,11515391,51.5,46.9,3.4909800283811463
639,Ohio,2009,366.0,11528896,51.5,46.9,3.174631812100656
640,Ohio,2010,396.0,11536504,51.5,46.9,3.432582349037455
641,Ohio,2011,453.0,11543332,51.5,46.9,3.9243435084427962
642,Ohio,2012,437.0,11546969,50.7,47.7,3.784542939363568
643,Ohio,2013,447.0,11567845,50.7,47.7,3.8641596598156354
644,Ohio,2014,494.0,11593741,50.7,47.7,4.260919749716679
645,Ohio,2015,537.0,11606027,50.7,47.7,4.626906347882872
646,Ohio,2016,628.0,11622554,43.6,51.7,5.403287435790791
647,Ohio,2017,700.0,11658609,43.6,51.7,6.004146806878934
648,Oklahoma,2000,115.0,3454365,38.4,60.3,3.329121271203246
649,Oklahoma,2001,126.0,3467100,38.4,60.3,3.634161114476075
650,Oklahoma,2002,113.0,3489080,38.4,60.3,3.2386760979971796
651,Oklahoma,2003,139.0,3504892,38.4,60.3,3.965885396754023
652,Oklahoma,2004,124.0,3525233,34.4,65.6,3.517497992331287
653,Oklahoma,2005,136.0,3548597,34.4,65.6,3.8325005628985203
654,Oklahoma,2006,152.0,3594090,34.4,65.6,4.229165101597345
655,Oklahoma,2007,151.0,3634349,34.4,65.6,4.154801864102759
656,Oklahoma,2008,147.0,3668976,34.4,65.6,4.006567500032706
657,Oklahoma,2009,148.0,3717572,34.4,65.6,3.9810930359923087
658,Oklahoma,2010,331.0,3751351,34.4,65.6,8.823487858107653
659,Oklahoma,2011,166.0,3785232,34.4,65.6,4.3854643519868794
660,Oklahoma,2012,188.0,3815298,33.2,66.8,4.927531217744984
661,Oklahoma,2013,178.0,3849840,33.2,66.8,4.623568771689213
662,Oklahoma,2014,171.0,3875008,33.2,66.8,4.412894115315375
663,Oklahoma,2015,220.0,3904353,33.2,66.8,5.634736408311442
664,Oklahoma,2016,243.0,3921207,28.9,65.3,6.197071462944956
665,Oklahoma,2017,249.0,3930864,28.9,65.3,6.334485242938958
666,Oregon,2000,62.0,3429708,47.0,46.5,1.8077340694892976
667,Oregon,2001,47.0,3467937,47.0,46.5,1.3552726015495669
668,Oregon,2002,64.0,3513424,47.0,46.5,1.8215848699160704
669,Oregon,2003,52.0,3547376,47.0,46.5,1.4658722390860173
670,Oregon,2004,65.0,3569463,51.6,47.4,1.8210022067745204
671,Oregon,2005,54.0,3613202,51.6,47.4,1.4945192657371495
672,Oregon,2006,63.0,3670883,51.6,47.4,1.7162083346159491
673,Oregon,2007,43.0,3722417,51.6,47.4,1.155163432791114
674,Oregon,2008,49.0,3768748,56.7,40.4,1.3001665274515568
675,Oregon,2009,55.0,3808600,56.7,40.4,1.444100194297117
676,Oregon,2010,60.0,3831074,56.7,40.4,1.566140460873374
677,Oregon,2011,62.0,3865845,56.7,40.4,1.6037890810417903
678,Oregon,2012,53.0,3893920,54.2,42.2,1.3610962731643177
679,Oregon,2013,54.0,3919664,54.2,42.2,1.3776691063315631
680,Oregon,2014,96.0,3960673,54.2,42.2,2.4238304954738754
681,Oregon,2015,125.0,4016537,54.2,42.2,3.1121336614103146
682,Oregon,2016,95.0,4085989,50.1,39.1,2.3250184961339837
683,Oregon,2017,99.0,4142776,50.1,39.1,2.3897019776111477
684,Pennsylvania,2000,439.0,12284173,50.6,46.4,3.5737041476052154
685,Pennsylvania,2001,444.0,12298970,50.6,46.4,3.6100584032646634
686,Pennsylvania,2002,456.0,12331031,50.6,46.4,3.6979876216352063
687,Pennsylvania,2003,467.0,12374658,50.6,46.4,3.7738416689980445
688,Pennsylvania,2004,504.0,12410722,51.0,48.5,4.06100466999422
689,Pennsylvania,2005,535.0,12449990,51.0,48.5,4.297192206580085
690,Pennsylvania,2006,593.0,12510809,51.0,48.5,4.739901312537023
691,Pennsylvania,2007,554.0,12563937,51.0,48.5,4.409445860799844
692,Pennsylvania,2008,524.0,12612285,54.7,44.3,4.15467934636745
693,Pennsylvania,2009,483.0,12666858,54.7,44.3,3.8131002968534107
694,Pennsylvania,2010,501.0,12702379,54.7,44.3,3.9441430617052133
695,Pennsylvania,2011,512.0,12742811,54.7,44.3,4.017951769040598
696,Pennsylvania,2012,547.0,12768034,52.0,46.6,4.284136461416065
697,Pennsylvania,2013,486.0,12778450,52.0,46.6,3.803278175365557
698,Pennsylvania,2014,547.0,12790341,52.0,46.6,4.276664711284868
699,Pennsylvania,2015,508.0,12791124,52.0,46.6,3.9715039897979256
700,Pennsylvania,2016,556.0,12787085,47.9,48.6,4.348137202497676
701,Pennsylvania,2017,635.0,12805537,47.9,48.6,4.958792434866261
702,Rhode Island,2000,27.0,1050268,61.0,31.9,2.570772412374746
703,Rhode Island,2001,20.0,1057142,61.0,31.9,1.8918934258595346
704,Rhode Island,2002,25.0,1065995,61.0,31.9,2.345226759975422
705,Rhode Island,2003,21.0,1071342,61.0,31.9,1.9601583807971683
706,Rhode Island,2004,18.0,1074579,59.4,38.7,1.675074610614948
707,Rhode Island,2005,19.0,1067916,59.4,38.7,1.779166151644886
708,Rhode Island,2006,19.0,1063096,59.4,38.7,1.7872327616696893
709,Rhode Island,2007,13.0,1057315,59.4,38.7,1.2295295158018187
710,Rhode Island,2008,19.0,1055003,63.1,35.2,1.8009427461343712
711,Rhode Island,2009,14.0,1053646,63.1,35.2,1.3287195130053169
712,Rhode Island,2010,17.0,1052567,63.1,35.2,1.6150990863289463
713,Rhode Island,2011,12.0,1052154,63.1,35.2,1.1405174527683208
714,Rhode Island,2012,15.0,1052761,62.7,35.2,1.4248248177886529
715,Rhode Island,2013,18.0,1052784,62.7,35.2,1.7097524278484477
716,Rhode Island,2014,18.0,1054782,62.7,35.2,1.7065137630334988
717,Rhode Island,2015,14.0,1055916,62.7,35.2,1.3258630421359274
718,Rhode Island,2016,14.0,1057566,54.4,38.9,1.323794448762536
719,Rhode Island,2017,11.0,1059639,54.4,38.9,1.0380893870459655
720,South Carolina,2000,169.0,4024223,40.9,56.8,4.199568463278501
721,South Carolina,2001,228.0,4064995,40.9,56.8,5.608862987531349
722,South Carolina,2002,227.0,4107795,40.9,56.8,5.526079076487507
723,South Carolina,2003,236.0,4150297,40.9,56.8,5.686340037833437
724,South Carolina,2004,220.0,4210921,41.0,58.1,5.224510267468803
725,South Carolina,2005,235.0,4270150,41.0,58.1,5.503319555519127
726,South Carolina,2006,274.0,4357847,41.0,58.1,6.28750848756278
727,South Carolina,2007,255.0,4444110,41.0,58.1,5.737931779366397
728,South Carolina,2008,249.0,4528996,44.9,53.9,5.497907262448454
729,South Carolina,2009,235.0,4589872,44.9,53.9,5.119968487138639
730,South Carolina,2010,229.0,4625364,44.9,53.9,4.950961697284797
731,South Carolina,2011,253.0,4672744,44.9,53.9,5.414377504952123
732,South Carolina,2012,273.0,4719009,44.1,54.6,5.785112933668913
733,South Carolina,2013,244.0,4765862,44.1,54.6,5.1197453891866775
734,South Carolina,2014,344.0,4824758,44.1,54.6,7.129891281593812
735,South Carolina,2015,384.0,4892423,44.1,54.6,7.848871612287
736,South Carolina,2016,387.0,4959822,40.7,54.9,7.802699371066139
737,South Carolina,2017,395.0,5024369,40.7,54.9,7.861683725856919
738,South Dakota,2000,1.0,755844,37.6,60.3,0.1323024327771339
739,South Dakota,2001,7.0,757972,37.6,60.3,0.9235169636873131
740,South Dakota,2002,5.0,760020,37.6,60.3,0.6578774242783084
741,South Dakota,2003,4.0,763729,37.6,60.3,0.5237459884330699
742,South Dakota,2004,7.0,770396,38.4,59.9,0.9086236169450517
743,South Dakota,2005,7.0,775493,38.4,59.9,0.9026516035605737
744,South Dakota,2006,3.0,783033,38.4,59.9,0.3831256153955197
745,South Dakota,2007,5.0,791623,38.4,59.9,0.6316137858551356
746,South Dakota,2008,10.0,799124,44.7,53.2,1.2513702504242146
747,South Dakota,2009,10.0,807067,44.7,53.2,1.2390545022903923
748,South Dakota,2010,0.0,814180,44.7,53.2,0.0
749,South Dakota,2011,10.0,823338,44.7,53.2,1.2145680145942492
750,South Dakota,2012,0.0,832576,39.9,57.9,0.0
751,South Dakota,2013,0.0,842513,39.9,57.9,0.0
752,South Dakota,2014,16.0,849455,39.9,57.9,1.8835606359371597
753,South Dakota,2015,25.0,854036,39.9,57.9,2.927277070287435
754,South Dakota,2016,23.0,861542,31.7,61.5,2.6696318925832982
755,South Dakota,2017,19.0,869666,31.7,61.5,2.184746787847289
756,Tennessee,2000,343.0,5703719,47.3,51.1,6.013620236200276
757,Tennessee,2001,307.0,5750789,47.3,51.1,5.33839791374714
758,Tennessee,2002,323.0,5795918,47.3,51.1,5.572887677154853
759,Tennessee,2003,299.0,5847812,47.3,51.1,5.113023469290737
760,Tennessee,2004,286.0,5910809,42.5,56.8,4.838593160428632
761,Tennessee,2005,371.0,5991057,42.5,56.8,6.192563349005026
762,Tennessee,2006,330.0,6088766,42.5,56.8,5.419817414563148
763,Tennessee,2007,343.0,6175727,42.5,56.8,5.554001982276742
764,Tennessee,2008,336.0,6247411,41.8,56.9,5.378227877115816
765,Tennessee,2009,347.0,6306019,41.8,56.9,5.502679265634944
766,Tennessee,2010,293.0,6346105,41.8,56.9,4.617005233919073
767,Tennessee,2011,309.0,6396281,41.8,56.9,4.830932224522344
768,Tennessee,2012,327.0,6450632,39.1,59.5,5.0692707319220816
769,Tennessee,2013,309.0,6490795,39.1,59.5,4.760587878680501
770,Tennessee,2014,352.0,6540007,39.1,59.5,5.382257236116108
771,Tennessee,2015,395.0,6590726,39.1,59.5,5.993269937181427
772,Tennessee,2016,470.0,6649404,34.7,60.7,7.068302662915353
773,Tennessee,2017,495.0,6715984,34.7,60.7,7.370476165517964
774,Texas,2000,804.0,20944499,38.0,59.3,3.83871679145918
775,Texas,2001,873.0,21319622,38.0,59.3,4.0948193171529965
776,Texas,2002,889.0,21690325,38.0,59.3,4.0986015654445005
777,Texas,2003,974.0,22030931,38.0,59.3,4.421056922197251
778,Texas,2004,923.0,22394023,38.2,61.1,4.121635491755992
779,Texas,2005,1009.0,22778123,38.2,61.1,4.429688960762922
780,Texas,2006,1033.0,23359580,38.2,61.1,4.422168549263301
781,Texas,2007,1029.0,23831983,38.2,61.1,4.317727148429067
782,Texas,2008,1006.0,24309039,43.7,55.5,4.13837832092005
783,Texas,2009,1003.0,24801761,43.7,55.5,4.044067677291141
784,Texas,2010,913.0,25145561,43.7,55.5,3.6308595381904585
785,Texas,2011,812.0,25644424,43.7,55.5,3.1663803406151763
786,Texas,2012,894.0,26078327,41.4,57.2,3.428134021020597
787,Texas,2013,912.0,26479279,41.4,57.2,3.44420254040905
788,Texas,2014,1094.0,26954436,41.4,57.2,4.058701135501407
789,Texas,2015,1136.0,27454880,41.4,57.2,4.13769792474052
790,Texas,2016,1313.0,27904862,43.2,52.2,4.705273224429492
791,Texas,2017,1169.0,28304596,43.2,52.2,4.130071314213423
792,Utah,2000,16.0,2244502,26.3,66.8,0.7128530070367503
793,Utah,2001,40.0,2283715,26.3,66.8,1.7515320431840224
794,Utah,2002,27.0,2324815,26.3,66.8,1.1613827336798843
795,Utah,2003,37.0,2360137,26.3,66.8,1.5677056035306427
796,Utah,2004,30.0,2401580,26.4,72.7,1.2491776247303858
797,Utah,2005,33.0,2457719,26.4,72.7,1.3427084219147916
798,Utah,2006,29.0,2525507,26.4,72.7,1.1482842850960224
799,Utah,2007,40.0,2597746,26.4,72.7,1.5397964235148471
800,Utah,2008,24.0,2663029,34.4,62.6,0.9012293895410076
801,Utah,2009,30.0,2723421,34.4,62.6,1.1015557271534588
802,Utah,2010,27.0,2763885,34.4,62.6,0.9768857966232314
803,Utah,2011,27.0,2815430,34.4,62.6,0.959000934137947
804,Utah,2012,28.0,2854222,24.8,72.8,0.9810028792434505
805,Utah,2013,33.0,2899961,24.8,72.8,1.1379463378990269
806,Utah,2014,62.0,2938671,24.8,72.8,2.1097972518869925
807,Utah,2015,66.0,2984917,24.8,72.8,2.2111167580204074
808,Utah,2016,70.0,3044321,27.5,45.5,2.2993633063004855
809,Utah,2017,70.0,3101833,27.5,45.5,2.2567301334404526
810,Vermont,2000,4.0,609618,50.6,40.7,0.6561486045359552
811,Vermont,2001,7.0,612223,50.6,40.7,1.1433742280182222
812,Vermont,2002,3.0,615442,50.6,40.7,0.4874545448636915
813,Vermont,2003,7.0,617858,50.6,40.7,1.1329464051610565
814,Vermont,2004,2.0,619920,58.9,38.8,0.32262227384178604
815,Vermont,2005,7.0,621215,58.9,38.8,1.1268240464251507
816,Vermont,2006,8.0,622892,58.9,38.8,1.2843317942757333
817,Vermont,2007,9.0,623481,58.9,38.8,1.443508302578587
818,Vermont,2008,0.0,624151,67.5,30.4,0.0
819,Vermont,2009,0.0,624817,67.5,30.4,0.0
820,Vermont,2010,0.0,625741,67.5,30.4,0.0
821,Vermont,2011,0.0,626210,67.5,30.4,0.0
822,Vermont,2012,0.0,625606,66.6,31.0,0.0
823,Vermont,2013,0.0,626044,66.6,31.0,0.0
824,Vermont,2014,18.0,625665,66.6,31.0,2.876938936971063
825,Vermont,2015,13.0,624455,66.6,31.0,2.0818153429790778
826,Vermont,2016,13.0,623354,55.7,29.8,2.0854923526599656
827,Vermont,2017,9.0,623657,55.7,29.8,1.4431009352897506
828,Virginia,2000,284.0,7105817,44.4,52.5,3.99672549968568
829,Virginia,2001,275.0,7198362,44.4,52.5,3.8203135657806597
830,Virginia,2002,286.0,7286873,44.4,52.5,3.9248659884699517
831,Virginia,2003,336.0,7366977,44.4,52.5,4.5608938374587025
832,Virginia,2004,295.0,7475575,45.6,53.8,3.9461847416419475
833,Virginia,2005,353.0,7577105,45.6,53.8,4.658771390920411
834,Virginia,2006,284.0,7673725,45.6,53.8,3.700940547126722
835,Virginia,2007,308.0,7751000,45.6,53.8,3.973680815378661
836,Virginia,2008,251.0,7833496,52.6,46.3,3.204188781101056
837,Virginia,2009,272.0,7925937,52.6,46.3,3.4317709060770984
838,Virginia,2010,271.0,8001024,52.6,46.3,3.3870664554936964
839,Virginia,2011,231.0,8107548,52.6,46.3,2.8491968225164994
840,Virginia,2012,224.0,8188656,51.2,47.3,2.7354916362343222
841,Virginia,2013,233.0,8261689,51.2,47.3,2.8202465621739092
842,Virginia,2014,284.0,8316902,51.2,47.3,3.414733034007134
843,Virginia,2015,317.0,8366767,51.2,47.3,3.788799186113346
844,Virginia,2016,398.0,8414380,49.8,44.4,4.7299979321114565
845,Virginia,2017,385.0,8470020,49.8,44.4,4.545443812411305
846,Washington,2000,112.0,5910512,50.2,44.6,1.8949288995606473
847,Washington,2001,106.0,5985722,50.2,44.6,1.770880772611892
848,Washington,2002,110.0,6052349,50.2,44.6,1.8174761567781368
849,Washington,2003,111.0,6104115,50.2,44.6,1.8184454257496785
850,Washington,2004,122.0,6178645,52.8,45.6,1.9745429620895842
851,Washington,2005,141.0,6257305,52.8,45.6,2.2533662655088733
852,Washington,2006,123.0,6370753,52.8,45.6,1.9306979881342128
853,Washington,2007,124.0,6461587,52.8,45.6,1.9190332034529598
854,Washington,2008,127.0,6562231,57.7,40.5,1.9353174248209184
855,Washington,2009,118.0,6667426,57.7,40.5,1.7697984199599668
856,Washington,2010,114.0,6724540,57.7,40.5,1.6952832461402565
857,Washington,2011,88.0,6819155,57.7,40.5,1.2904824718018582
858,Washington,2012,127.0,6890899,56.2,41.3,1.8430106144350686
859,Washington,2013,116.0,6963410,56.2,41.3,1.6658504956623263
860,Washington,2014,181.0,7046931,56.2,41.3,2.56849400114745
861,Washington,2015,197.0,7152818,56.2,41.3,2.7541592698150574
862,Washington,2016,183.0,7280934,54.3,38.1,2.513413801031571
863,Washington,2017,230.0,7405743,54.3,38.1,3.105697834774985
864,West Virginia,2000,56.0,1807021,45.6,51.9,3.0990231989556296
865,West Virginia,2001,38.0,1801481,45.6,51.9,2.109375563772252
866,West Virginia,2002,66.0,1805414,45.6,51.9,3.655671220008264
867,West Virginia,2003,60.0,1812295,45.6,51.9,3.3107192813532014
868,West Virginia,2004,52.0,1816438,43.2,56.1,2.8627456593618943
869,West Virginia,2005,57.0,1820492,43.2,56.1,3.1310217237977427
870,West Virginia,2006,57.0,1827912,43.2,56.1,3.118312041279887
871,West Virginia,2007,46.0,1834052,43.2,56.1,2.5081077308604116
872,West Virginia,2008,37.0,1840310,42.6,55.7,2.0105308344789736
873,West Virginia,2009,57.0,1847775,42.6,55.7,3.0847911677558146
874,West Virginia,2010,47.0,1852994,42.6,55.7,2.5364356279620983
875,West Virginia,2011,61.0,1854891,42.6,55.7,3.288602942167491
876,West Virginia,2012,66.0,1855360,35.5,62.3,3.557261124525698
877,West Virginia,2013,43.0,1852333,35.5,62.3,2.32139685466922
878,West Virginia,2014,70.0,1847624,35.5,62.3,3.7886496386710715
879,West Virginia,2015,58.0,1839767,35.5,62.3,3.1525731247489497
880,West Virginia,2016,99.0,1828637,26.5,68.6,5.413868362064204
881,West Virginia,2017,81.0,1815857,26.5,68.6,4.460703678758845
882,Wisconsin,2000,112.0,5373999,47.8,47.6,2.084109059194094
883,Wisconsin,2001,134.0,5406835,47.8,47.6,2.478344539827829
884,Wisconsin,2002,122.0,5445162,47.8,47.6,2.240521035003183
885,Wisconsin,2003,140.0,5479203,47.8,47.6,2.5551161364161903
886,Wisconsin,2004,93.0,5514026,49.7,49.3,1.6866079340213485
887,Wisconsin,2005,159.0,5546166,49.7,49.3,2.866845312599731
888,Wisconsin,2006,110.0,5577655,49.7,49.3,1.9721549647656584
889,Wisconsin,2007,132.0,5610775,49.7,49.3,2.352616171562752
890,Wisconsin,2008,81.0,5640996,56.2,42.3,1.4359166359983238
891,Wisconsin,2009,103.0,5669264,56.2,42.3,1.8168143166379267
892,Wisconsin,2010,106.0,5686986,56.2,42.3,1.8639047115642629
893,Wisconsin,2011,86.0,5705812,56.2,42.3,1.5072350788984987
894,Wisconsin,2012,126.0,5721075,52.8,45.9,2.202383293349589
