,state,latitude,longitude,n_killed,location_description
150209,South Carolina,34.8837,-82.4023,0,Boulder Creek Apartments
150210,Michigan,42.9894,-83.6762,1,Mona's Cocktail Lounge
150213,Texas,29.7646,-95.2132,1,Jack In The Box
150217,Massachusetts,42.3354,-71.0929,0,Roxbury
150220,California,34.135,-116.089,0,Break-N-Run Billiards
150222,California,37.7489,-122.42,0,Mission District
150223,Florida,29.5482,-81.211,0,Robert Weidig's Gunsmith Shop
150235,Texas,31.0927,-97.9864,0,Arrowhead Ranch
150238,Louisiana,32.5078,-93.7664,0,Allendale
150245,Arkansas,36.1961,-94.20100000000001,0,WalMart
150252,Pennsylvania,40.0294,-75.1264,0,Cabin Nightclub
150262,Illinois,41.5936,-87.6391,0,Tri-State Tollway
150268,Florida,30.3843,-86.4582,0,Marler Bridge
150269,South Dakota,43.544,-96.787,0,Casino
150270,Florida,27.5126,-81.4934,1,Shooters Sports Lounge
150273,California,35.3658,-119.042,0,Martini's Feel Good Lounge
150277,Michigan,42.258,-83.1907,0,Park Motel
150288,Oregon,45.4911,-122.65100000000001,0,Milwaukie Market
150294,Florida,28.0655,-81.9756,1,Lakewood Terrace Apartments
150295,Kentucky,38.0532,-84.4397,0,Dixie Park
150304,New York,40.745,-73.8643,0,Richmond Hill
150306,Virginia,37.3602,-79.2129,0,Legacy at Linden Park
150309,Arizona,33.446999999999996,-112.094,0,Circle K
150314,Texas,33.5832,-102.071,0,Lubbock Police Department Firing Range
150318,Ohio,39.1111,-84.5122,0,H&A Market
150321,Illinois,41.7541,-87.6469,0,Gresham
150322,New Jersey,40.7314,-74.17399999999999,0,Clinton Hill
150323,Maryland,38.2641,-76.4557,0,Lexington Restaurant & Lounge
150327,Massachusetts,42.2761,-71.0805,0,Mattapan
150336,Texas,32.3408,-95.3678,0,Bare Assets
150346,Illinois,41.8727,-87.6963,0,Lawndale
150349,Ohio,41.3477,-82.1049,0,Midview Crossing
150354,Illinois,41.8956,-87.7238,0,Humboldt Park
150356,Illinois,41.8736,-87.7108,0,Homan Square
150357,Michigan,42.9125,-85.6209,1,Clearance Outlet
150363,Pennsylvania,40.6034,-75.4907,0,Wawa
150364,Illinois,41.8912,-87.6341,0,Bottled Blonde
150366,Illinois,41.9112,-87.7731,1,Austin
150368,Illinois,41.8873,-87.7633,0,Austin
150373,Illinois,41.6781,-87.6397,0,West Pullman
150376,Illinois,39.8076,-89.6021,0,Letz Hunt and Sport
150377,New York,42.948,-78.8249,0,University Heights
150378,Illinois,41.8619,-87.6525,0,University Commons
150381,California,38.5982,-121.428,1,La Nueva Tropicana Club
150384,Illinois,41.9096,-87.7634,0,Austin
150389,Connecticut,41.361999999999995,-72.067,0,99 Restaurant and Pub
150394,Illinois,41.7718,-87.6957,0,Marquette Park
150396,Ohio,41.4969,-81.6662,0,Central neighborhood
150398,Illinois,41.8731,-87.7012,0,East Garfield Park
150400,Illinois,41.7599,-87.6299,0,Park Manor
150401,Illinois,41.7455,-87.6139,0,Chatham
150402,Illinois,41.7181,-87.5623,0,Jeffery Manor
150407,Illinois,41.8879,-87.7637,0,Austin
150411,New Jersey,40.7044,-74.082,0,Greenville
150418,New York,40.7792,-73.9809,1,Upper West Side
150425,Florida,30.2813,-81.6445,1,Miramar
150428,Illinois,41.7394,-87.6586,0,Gresham
150432,Arizona,34.5659,-111.855,1,Circle K
150434,Florida,29.618000000000002,-82.3938,0,MetroPCS
150441,Indiana,39.9065,-85.3708,0,Calvary Baptist Church
150448,Illinois,41.8819,-87.7454,0,Austin
150450,California,34.1032,-118.32600000000001,0,Tiffany's on Vine
150451,Illinois,41.93899999999999,-87.73700000000001,0,Northwest Side
150453,Illinois,41.8449,-87.6941,0,Little Village
150456,Illinois,41.8949,-87.7654,0,Austin
150457,Tennessee,35.0741,-89.9038,1,Memphis Inn
150461,Pennsylvania,40.0168,-75.0726,0,Oxford Circle
150469,Virginia,37.5035,-77.6606,0,Martin's
150473,South Carolina,33.7483,-80.9424,1,Wilco truck stop
150475,Illinois,41.8973,-87.7188,0,Humboldt Park
150479,Wisconsin,44.0459,-91.2724,0,Gibbons Auto Service
150495,Iowa,42.4991,-92.3347,0,Levi Brothers Jewelry and Loan
150497,Texas,29.4793,-98.5857,0,Jack in the Box
150499,Illinois,41.8782,-87.7158,0,Austin
150500,Illinois,41.7515,-87.7085,0,Little Village
150503,South Carolina,33.6678,-80.8138,1,Wilco Hess
150505,Illinois,41.9616,-87.7011,0,Albany Park
150525,California,33.9744,-118.228,1,Metro bus stop
150527,Rhode Island,41.7772,-71.4041,0,Edgewood
150529,Tennessee,35.0265,-89.8716,0,Frayser
150532,Oklahoma,36.1645,-95.9582,2,Bienvenidos Siete Copas Bar
150539,Colorado,39.5779,-105.005,1,"The Bristlecone Shooting, Training & Retail Center"
150542,California,37.9711,-122.27799999999999,1,La Moine Park
150544,Louisiana,30.0099,-90.0329,0,Gentilly Woods
150552,Georgia,32.4582,-84.9706,0,Coroner Cupboard Food Mart
150559,Illinois,41.7977,-87.6505,0,Back of the Yards
150563,Illinois,41.7053,-87.619,0,Rosemoor
150565,Illinois,41.6632,-87.6439,0,West Pullman
150566,Texas,29.3985,-98.4482,1,Highland Park apartments
150568,Florida,28.5745,-81.8184,0,South Lake High School
150570,Pennsylvania,40.0424,-75.0798,0,Lawncrest
150574,Georgia,33.4644,-81.9459,0,River Glen apartment complex
150579,Illinois,41.8406,-87.715,0,Little Village
150580,Washington,47.581,-122.321,1,Jungle homeless encampment
150581,Tennessee,35.1098,-89.9561,1,Orange Mound
150588,Ohio,39.1429,-84.4767,0,Evanston
150601,New Jersey,39.488,-75.0651,1,Wingate by Wyndham Vineland
150602,Georgia,32.9486,-83.8013,0,Venture's Guns and Stuff
150608,Massachusetts,42.1198,-72.5613,1,Bay neighborhood
150615,Virginia,36.9471,-76.2401,0,Ocean View Inn
150617,Texas,29.432,-98.4933,0,San Antonio Public Library
150619,Illinois,42.3046,-88.9766,0,Woodman's
150633,New York,40.6335,-74.0156,0,NYC Subway W. 66th station
150648,Indiana,37.985,-87.5427,0,Busy Body Lounge
150652,Florida,28.1822,-82.7206,0,Riverview Heights
150653,Alabama,30.7428,-88.0798,0,Vigor High School
150656,Virginia,36.8813,-76.3748,0,Churchland High School
150659,Rhode Island,41.8421,-71.4029,0,Billy Taylor Park
150665,California,33.8083,-118.17200000000001,0,Fantasy Castle Club
150667,North Carolina,36.0227,-79.8291,1,Laurence Manor Apartments
150672,South Carolina,34.5047,-82.0661,0,Laurens 55 District High School
150673,Oklahoma,36.2062,-95.9055,1,Tulsa Zoo
150681,Indiana,41.5255,-87.3326,0,Glen Park
150683,South Carolina,34.5225,-82.6277,0,Stop N Go
150686,Florida,29.6059,-81.1991,0,The Hammock
150690,California,33.91,-117.43299999999999,0,Arlington Heights
150696,Mississippi,32.3293,-90.2356,0,Super Quick
150704,Pennsylvania,40.5762,-75.4696,0,Brandywine Apartments
150708,Ohio,39.1999,-84.5444,1,College Hill
150711,New York,40.8476,-73.9328,0,Voga Lounge
150713,Louisiana,29.9842,-90.05,0,7th Ward
150717,Florida,27.6365,-80.4174,1,Sunoco
150724,Illinois,41.8948,-87.7678,0,Austin
150726,Tennessee,35.2064,-89.9216,0,Citgo gas station
150730,Florida,26.6985,-81.2363,0,Pioneer Plantation Subdivision
150731,Massachusetts,42.1584,-71.0632,0,Courtyard Marriott
150747,Nevada,36.1286,-115.314,1,Beltway
150750,Colorado,38.7418,-104.728,0,Venetucci Elementary
150756,Massachusetts,42.3892,-71.0056,1,Orient Heights
150757,Texas,31.5008,-100.45,0,Goliad Elementary School
150771,Pennsylvania,40.4881,-80.0457,0,Lincoln-Lemington
150775,North Carolina,35.1785,-80.8828,0,Days Inn
150778,Minnesota,45.5498,-94.2022,0,Walmart
150780,Colorado,39.0777,-108.546,0,Monument Studios
150782,Kentucky,38.0479,-84.4988,0,Lexington Financial Center
150785,California,38.4269,-122.741,0,FoodMaxx
150791,North Carolina,35.1873,-80.8566,0,Savanna Woods Apartments
150792,Florida,26.1864,-81.7687,0,Poinciana Village
150806,Texas,29.9987,-97.1602,0,Serenity Star
150809,Florida,30.3112,-81.4971,2,Sandalwood
150814,Illinois,41.7604,-87.5752,1,South Shore
150826,Massachusetts,42.2961,-71.0614,0,Dorchester
150828,Ohio,41.0771,-81.4795,1,Goodyear Heights
150829,Illinois,41.8772,-87.73299999999999,0,West Garfield Park
150837,Texas,32.7031,-96.8758,0,Boulder Ridge Apartments
150838,Pennsylvania,40.368,-79.8939,0,shopping center
150840,Pennsylvania,40.0429,-75.1043,1,Lawncrest
150843,Louisiana,32.4878,-93.7855,0,Queensborough
150848,Maine,44.8078,-68.7714,0,JG Pawn
150852,Texas,31.3342,-94.7651,0,Greenbriar Apartments
150853,Illinois,41.8012,-87.6721,0,Back of the Yards
150859,California,33.9506,-118.289,0,Green Meadows neighborhood
150860,California,34.0074,-118.28200000000001,0,Vermont Square neighborhood
150864,New York,41.6837,-73.863,0,Hudson River Housing
150867,Pennsylvania,39.943000000000005,-75.1546,1,Hunting Park Neighborhood
150872,Tennessee,36.1678,-86.8208,0,Marathon market
150873,Pennsylvania,40.196999999999996,-79.9832,0,Ringgold High School
150875,Florida,30.3624,-81.6553,0,Andrew Jackson High School
150876,North Carolina,35.0983,-78.9181,0,WalMart
150877,Louisiana,31.3662,-92.1915,0,Buckeye Elementary School
150883,West Virginia,39.0379,-80.4641,0,CVS
150885,South Carolina,33.8438,-79.061,0,Pizza Inn
150895,Louisiana,30.0284,-90.0186,0,Lakefront area
150897,Virginia,37.2878,-79.9454,0,Washington Park
150899,New Mexico,35.1497,-106.664,0,CSI Aviation
150903,Michigan,43.3781,-86.2336,0,Lakewood Club
150904,Florida,27.4698,-82.56299999999999,0,Popeye's Louisiana Kitchen
150910,Florida,25.8347,-80.2495,0,Opa Locka
150917,Pennsylvania,40.4008,-80.0208,0,Brookline
150923,New York,40.6174,-74.0849,0,Stapleton
150926,Ohio,41.6868,-83.5677,0,Liberty Park
150929,Maryland,39.294000000000004,-76.62,0,Carrollton Ridge
150930,Maryland,39.3062,-76.6025,0,Oliver
150944,Texas,29.6809,-95.5825,0,Bell Park
150946,Ohio,41.4802,-81.6199,1,Nikki Mini Mart
150948,Illinois,41.7377,-87.6255,0,Chatham
150954,Connecticut,41.7396,-72.6846,0,Mini Mart
150967,Illinois,41.9437,-87.654,0,Wrigleyville
150968,West Virginia,38.3068,-81.5633,0,Motel 6
150989,Alabama,33.5106,-86.8945,0,Ensley
150995,Ohio,39.7359,-84.147,0,Belmont Market
150996,Ohio,40.0263,-83.0251,0,Motel 6
151005,Illinois,41.8605,-87.7266,1,Lawndale
151008,Indiana,39.7751,-86.0263,0,Centro Cristiano Church
151021,New York,43.0941,-79.0389,1,Coastal gas station
151024,North Carolina,35.0978,-79.0106,0,Domino's
151027,Tennessee,35.0665,-89.9019,1,Parkway Village
151030,Louisiana,29.9523,-90.0655,0,Canal Place
151033,Ohio,40.0099,-82.9743,0,Linden-McKinley STEM Academy
151035,Kentucky,38.1815,-85.7503,0,Clubhouse Apartments
151041,Illinois,41.7588,-87.5955,0,Grand Crossing
151044,Illinois,41.9608,-87.7625,0,Jefferson Park
151045,Illinois,42.0211,-87.6684,0,Rogers Park
151049,California,35.2659,-118.914,2,Quality Gas
151053,New York,40.5735,-73.994,0,Sea Park Apartments
151054,Massachusetts,42.2953,-71.0909,0,Dorchester
151058,California,33.9391,-118.309,1,Gramercy Park
151061,Georgia,33.0558,-83.2427,0,Rod's Stop and Shop
151072,Texas,32.7114,-96.8206,2,Oak Cliff
151075,California,33.9214,-117.43700000000001,0,Andrew Jackson Apartments
151086,New York,40.7468,-73.8917,0,Jackson Heights/MTA/E train
151094,Tennessee,35.0178,-85.1879,0,Timber Ridge Apartments
151099,Virginia,38.4338,-77.45100000000001,0,Colonial Forge High School
151100,Texas,30.1194,-94.1671,1,Madison's
151102,Illinois,41.8181,-87.6235,0,Bronzeville
151104,Illinois,41.8839,-87.7086,1,West Garfield Park
151105,Illinois,41.7753,-87.69,0,Marquette Park
151114,Kansas,37.1644,-95.1322,1,El Dorado Correctional Facility
151119,Texas,29.7414,-95.4475,0,Smoke Alley
151122,Texas,29.5761,-98.6265,0,University of Texas-San Antonio
151134,Missouri,39.2545,-94.65799999999999,1,Northland
151137,Illinois,41.7845,-87.6886,0,Morrill Elementary School
151141,Texas,31.5588,-97.1512,0,Big T’s Fashions
151146,Illinois,41.8976,-87.7608,0,Austin
151148,Indiana,41.7244,-85.9817,0,WalMart
151149,California,37.734,-122.488,1,Lakeshore Shopping Center
151150,Oregon,44.9951,-123.027,0,Safeway
151151,Nevada,36.256,-115.13799999999999,0,Mojave High School
151156,Virginia,38.4691,-77.4146,0,Buffalo Mo’s
151160,Illinois,38.5556,-90.1237,1,Parkfield Terrace
151164,New York,43.0689,-76.1038,0,Eastwood
151165,Nebraska,41.285,-96.0528,0,American National Bank
151166,Ohio,41.6623,-83.6678,0,BP
151170,Illinois,41.8848,-87.7382,1,West Garfield Park
151176,Ohio,40.1924,-82.6414,0,Harmony Baptist Church
151183,Illinois,41.8405,-87.7234,0,South Lawndale
151185,Iowa,42.4582,-92.3557,0,Yesway Gas Station
151187,Virginia,37.4687,-77.4689,1,Dollar General
151194,Arkansas,35.8292,-90.7258,0,Gates Detail Shop
151196,Florida,27.8073,-82.7082,1,Disston Place Apartments
151197,Illinois,42.007,-87.6681,0,Rogers Park
151203,Florida,26.069000000000003,-80.2321,0,Top Notch Barber Shop
151206,Texas,30.7229,-95.5648,0,The Connection apartment complex
151210,Illinois,41.8561,-87.6576,0,Pilsen
151212,Illinois,41.8824,-87.73200000000001,0,West Garfield Park
151214,New York,40.7826,-73.0374,0,V.I.P. Lounge
151217,Georgia,33.738,-84.501,0,Benjamin E. Mays High School
151218,New York,40.6937,-73.9913,0,Canarsie
151219,South Carolina,33.6811,-78.9602,0,Lattitude at the Commons Apartment Complex
151222,Texas,29.8646,-95.096,0,San Jacinto River bridge
151224,Illinois,41.733999999999995,-87.6642,0,Gresham
151226,Michigan,43.6139,-84.2414,0,Greendale Township
151230,Illinois,41.7515,-87.7085,0,Gage Park
151239,North Carolina,35.2212,-80.811,1,Plaza Midwood
151245,New York,40.6603,-73.9398,0,Lowkey Lounge
151248,Illinois,41.8688,-87.6841,0,Tri-Taylor
151250,Illinois,41.9654,-87.6575,0,Uptown
151253,Illinois,41.5061,-87.6735,0,University Village
151255,Illinois,41.9213,-87.7927,0,Montclare
151266,California,32.7834,-117.17200000000001,1,Linda Vista
151267,Tennessee,35.0065,-90.0108,1,Whitehaven View Apartments
151268,Virginia,37.3347,-77.4079,0,Shady Hill mobile home park
151271,Tennessee,35.9975,-83.9244,0,Krystal
151277,Illinois,41.8371,-87.7146,0,Little Village
151278,Illinois,41.7515,-87.7039,0,Ashburn
151290,Louisiana,32.4398,-93.709,0,Bayou Rouge Apartments
151291,Illinois,41.08,-87.8655,0,Hilton Garden Inn
151296,Arkansas,33.634,-91.7833,0,Rash Crossing
151304,Florida,29.6007,-82.3562,0,Valwood subdivision
151311,Ohio,41.4169,-81.5302,1,H20 Lounge
151318,Ohio,39.1412,-84.4929,0,Avondale
151321,Missouri,39.041,-94.5917,0,Country Club Plaza
151326,Ohio,40.0317,-82.975,1,Oakland Park Bar and Grill
151328,Ohio,41.4713,-81.7473,0,West Tech Lofts
151334,Michigan,43.1906,-83.9311,0,Maple Grove Township
151336,Indiana,39.7644,-86.1592,0,Moon Garage Parking Garage
151345,Tennessee,35.1347,-89.8401,0,Mid-South Corn Maze
151348,California,34.1359,-117.25399999999999,0,Stater Bros
151350,Illinois,41.747,-87.6464,0,Gresham
151352,North Carolina,35.2474,-80.8439,0,Paso Supermarket
151362,Illinois,41.7712,-87.7336,0,Lawndale
151364,Alabama,30.703000000000003,-88.0787,0,Roger Williams Housing Complex
151372,Illinois,41.827,-87.6099,0,Oakland
151373,Illinois,41.8741,-87.7451,0,Austin
151375,Nebraska,41.3116,-96.03,0,Scandinavian Hall
151377,Louisiana,30.259,-92.0356,0,Moore Park
151382,Kentucky,36.8672,-87.4931,1,Marathon Gas Station
151383,California,36.5968,-121.861,0,Casa Verde Inn
151387,Colorado,39.7405,-104.891,1,Airway Motel
151389,Florida,28.8088,-81.675,0,Palms of Mount Dora
151392,Illinois,41.7222,-87.6164,0,South Side
151403,Connecticut,41.958,-72.5494,0,Enfield Dog Park
151406,California,34.0274,-118.351,4,West Adams
151408,Illinois,42.271,-88.9649,1,Clock Tower Resort
151417,Louisiana,30.0173,-90.1003,0,Lakeview
151424,Florida,29.1696,-82.1743,0,Lynn San Apartments
151425,Massachusetts,42.5838,-71.7839,0,Acid Reign Car Audio
151427,Kentucky,38.0404,-84.51299999999999,1,Cook Out Restaurant
151429,Ohio,41.6431,-83.5663,0,Mirage Bar
151431,Florida,28.6741,-81.3944,2,Sanlando Villas subdivision
151434,Ohio,41.6482,-83.5772,0,Underground Club
151447,Illinois,41.9468,-87.7091,0,Irving Park
151448,Illinois,41.9222,-87.7723,0,Belmont Central
151449,Texas,29.9952,-95.4849,0,Encore Night Club
151453,Illinois,40.6863,-89.6121,0,Holy Temple Church of God in Christ
151463,North Carolina,35.8092,-77.3717,0,Dollar General
151465,Oklahoma,36.4371,-97.8599,0,Memorial Park Cemetery
151468,Florida,26.1537,-80.2053,1,Calypso Cay Apartments
151470,Wisconsin,44.6545,-90.1821,0,Chips
151471,Oklahoma,36.1314,-95.8657,0,Lakeside Place Apartments
151475,Arkansas,36.064,-90.9491,0,Stewart Park
151477,Pennsylvania,39.8078,-75.9363,0,Lincoln University
151480,Pennsylvania,40.0487,-75.1511,1,West Oak Lane
151483,Pennsylvania,39.9986,-75.1171,1,Crescentville
151488,Indiana,39.8907,-86.0461,0,R and R Bar and Grill
151491,Alabama,33.2012,-87.5775,0,The Playhouse club
151492,Louisiana,29.9258,-89.9991,0,Algiers
151500,Massachusetts,42.3173,-71.0873,0,Roxbury
151505,Massachusetts,42.1033,-71.017,0,Shoe City Tavern
151507,Kentucky,38.0446,-84.4951,1,Chase Bank
151508,California,38.0845,-122.234,0,Starbucks
151509,South Carolina,34.0407,-80.9959,0,Bada Bing
151515,Arizona,32.8742,-111.74700000000001,1,Barringtons Pub
151517,South Dakota,43.0278,-102.521,1,SuAnne Big Crow Recreation Center
151519,Kentucky,38.0466,-84.4972,0,Trust Lounge
151523,Illinois,41.7956,-87.7013,0,Gage Park
151524,Illinois,41.743,-87.6575,0,Gresham
151531,Alabama,33.3577,-86.7875,0,CVS Pharmacy
151533,Louisiana,29.9822,-90.2567,0,Louis Armstrong International Airport
151535,Arkansas,34.7612,-92.31,0,Wal-Mart Neighborhood Market
151536,Illinois,41.6773,-87.6724,0,Morgan Park
151543,North Dakota,46.8097,-100.81299999999999,0,Bismarck Water Treatment Plant
151546,Illinois,41.8565,-87.735,0,Lawndale
151547,Illinois,41.8167,-87.7465,0,Southwest Side
151549,Illinois,41.8847,-87.7063,0,East Garfield Park
151551,California,34.0246,-118.3,1,Exposition Park
151566,Hawaii,21.3891,-158.029,0,Parkview Village
151567,Illinois,41.6965,-87.6577,0,Gresham
151569,Illinois,41.8104,-87.6173,0,Bronzeville
151570,Illinois,41.8937,-87.7201,0,West Side
151571,Illinois,41.8753,-87.7428,0,West Garfield Park
151572,Alabama,31.7981,-85.9554,0,Sartain Hall
151574,Mississippi,32.3754,-88.6887,0,10th Avenue Deli
151575,Florida,26.7055,-80.1195,1,Haverhill Gardens Apartments
151577,California,33.9317,-118.052,0,Amelia Mayberry Park
151592,Florida,25.791,-80.24,0,Mi Ranchito
151594,Tennessee,35.1157,-90.0201,0,McLemore Express Mart
151595,Louisiana,29.8434,-93.178,0,Intracoastal Waterway
151633,California,33.8055,-117.87299999999999,0,Orange County Sheriff’s Department Gun Range
151636,California,33.9041,-118.243,1,Compton Park
151644,Pennsylvania,39.997,-75.1173,1,Kensington
151648,Ohio,41.5262,-81.601,1,USA Food Mart
151649,Florida,26.9414,-80.2236,1,Jupiter Farms
151655,Ohio,39.9515,-83.0318,0,Silver Bullet Firearms
151668,Louisiana,32.4887,-93.7744,0,Lakeside Garden apartments
151672,Illinois,41.875,-87.6336,0,Fuller Park
151676,Oregon,45.518,-122.887,0,Qatama Village Apartments
151695,Florida,26.8074,-80.0626,0,Cash America Pawn
151696,Louisiana,30.3095,-92.0584,1,Woodstone Apartments
151698,Oklahoma,36.1183,-95.8511,0,Norberg Park
151699,Pennsylvania,40.411,-79.8769,1,Hawkins Village Housing Complex
151703,California,37.7319,-122.387,0,Bayview
151705,Florida,26.1373,-80.2118,1,Hamlet Apartments
151712,Illinois,41.8007,-87.7172,0,Little Village
151718,Illinois,41.8931,-87.7506,0,Austin
151720,Georgia,34.2507,-83.4722,0,Levi's Outlet
151723,Texas,29.6898,-98.1058,0,Canyon High School
151724,Texas,32.9168,-96.7599,0,Hamilton Park Pacesetter Magnet
151725,Florida,26.6349,-81.9509,0,Circle K
151729,California,36.7932,-119.78299999999999,0,Manchester Regency Apartments
151733,Pennsylvania,40.2722,-76.863,0,Jazzland Bar
151734,Iowa,42.5067,-92.4142,0,University Avenue Studios
151735,Pennsylvania,40.0757,-76.5835,0,East Donegal Township
151740,Pennsylvania,40.46,-79.9934,0,Spring Garden
151743,Illinois,41.9097,-87.7462,0,Austin
151747,Ohio,39.9241,-83.7795,1,West College Hill
151767,Texas,29.7654,-95.3663,0,Starbucks
151768,Wisconsin,44.3104,-90.8169,0,The Hideaway
151777,Michigan,42.2151,-83.5631,0,Dairy Mart
151780,Virginia,37.2325,-77.375,0,Pin Oaks Apartments
151790,California,37.7196,-122.426,0,June Jordan School For Equity
151791,Ohio,39.1783,-84.4407,0,Pleasant Ridge
151793,New York,40.8189,-73.8542,1,Castle Hill
151794,Illinois,41.8678,-87.7305,0,Lawndale
151797,Illinois,41.7248,-87.5385,1,East Side
151802,Illinois,41.7566,-87.6057,0,Chatham
151817,Florida,27.3627,-80.3267,0,Bev Smith Kia
151822,Illinois,41.9092,-87.7801,0,Galewood
151841,Alabama,30.7151,-88.0882,0,Leflore High School
151842,North Carolina,35.3694,-80.5484,0,Ideal Sportsman
151848,North Carolina,35.1285,-76.7823,0,Pamlico County GOP Headquarters
151851,Virginia,37.0449,-76.3463,0,7-Eleven
151854,Georgia,33.7768,-84.4596,0,Chevron
151858,Delaware,39.7401,-75.5497,0,Surrate Park
151860,Illinois,41.8114,-87.5993,0,Kenwood
151873,Hawaii,19.7714,-155.928,1,Mile marker 27
151875,Pennsylvania,40.4694,-79.9857,0,Tobacco Outlet
151890,Pennsylvania,39.9526,-75.1485,0,Independence Mall
151897,Texas,27.7831,-97.3982,1,PMI
151901,Illinois,41.8311,-87.6133,0,South Side Park Manor
151912,Louisiana,32.5037,-93.7739,0,Booker T Washington High School
151913,Colorado,38.8495,-104.75299999999999,0,Mitchell High School
151915,Texas,32.7878,-96.7999,1,South Oak Cliff apartment complex
151916,Kentucky,38.2468,-85.73899999999999,0,Phoenix Hill
151923,Wisconsin,43.1203,-89.3272,0,Madison College Truax Campus
151924,Texas,32.3059,-95.2931,0,Robert E. Lee High School
151926,Arizona,33.5384,-112.132,1,Ranch Market
151938,Texas,30.6455,-97.6496,0,Escalera Ranch subdivision
151941,Georgia,33.7547,-84.4678,1,Hamilton E. Holmes MARTA station
151942,Indiana,41.6713,-86.2116,2,River Park
151943,Illinois,41.8404,-87.7296,0,Little Village
151952,Georgia,32.876,-83.6929,0,Waverly Pointe Apartments
151953,Massachusetts,42.2949,-71.0618,1,Dorchester
151963,Tennessee,36.0311,-83.8797,0,Sams Club
151964,Illinois,41.8158,-87.6676,1,Back of the Yards
151965,Kentucky,38.243,-85.8083,1,Parkland neighborhood
151968,Mississippi,34.2325,-88.7114,0,Cooper Tire
151969,Texas,32.741,-96.87700000000001,1,Oak Cliff
151971,Ohio,41.1066,-81.5108,0,Long’s Auto Haus
151977,New York,40.830999999999996,-73.9027,0,PS 63
151978,Ohio,39.1685,-84.6138,0,Avondale
151981,Kentucky,38.0761,-84.4799,0,Gaballo Apartment Complex
151982,Georgia,32.4158,-81.78,1,Campus Crossing Apartments
151984,Tennessee,35.0606,-90.0068,0,Pure Passion Nightclub
151987,California,34.1457,-118.109,0,Diamon Bar
151993,Washington,47.1606,-122.304,0,Dennys
152000,Florida,26.7184,-80.0847,0,Malibu Bay Apartments
152006,Louisiana,30.4229,-91.1844,1,Louisiana State University
152010,Virginia,37.6092,-77.4474,0,Motel 8
152017,Rhode Island,41.8426,-71.4239,0,Chad Brown
152019,Massachusetts,42.3092,-71.0846,0,Roxbury
152023,Massachusetts,42.3068,-71.0857,0,Dorchester
152027,Tennessee,35.8121,-86.4535,0,Publix
152039,New York,40.6658,-73.91199999999999,0,Frederick Douglass Academy
152040,Nebraska,41.2553,-95.9358,0,Omaha Police Department
152043,California,34.1416,-118.76,0,Agoura Hills Mobile Home Park
152054,Rhode Island,41.4901,-71.3128,0,Park Holm housing development
152056,Pennsylvania,39.9652,-75.1608,1,Mantua
152058,Virginia,37.4513,-77.4583,0,Meadowbrook Apartments
152061,Texas,29.8241,-95.4606,1,Woods on Lamonte apartments
152067,Ohio,41.6277,-81.4266,1,Lowe's
152069,Illinois,41.8778,-87.7648,0,Austin
152070,Illinois,41.8094,-87.7433,0,Southwest Side
152076,California,37.2985,-121.809,1,Dove Hill Park
152082,Illinois,41.8931,-87.7559,0,Austin
152084,Illinois,41.8812,-87.7067,0,East Garfield Park
152086,California,38.0211,-121.271,0,El Grullito Taco Truck
152090,Missouri,38.6872,-90.273,1,Goody Goody Diner
152096,Texas,30.4066,-97.7479,0,Anderson High School
152099,South Carolina,34.2241,-79.7925,0,Wendy's
152100,Louisiana,32.5395,-93.7193,0,Riverwood Apartments
152105,Michigan,42.2661,-83.1565,1,Piwok Park
152110,Illinois,41.7639,-87.6274,0,Park Manor
152119,Massachusetts,42.1337,-72.6131,0,Community Health Care Inc.
152132,Alabama,34.7157,-86.65899999999999,1,Sherwood Park Apartments
152136,Illinois,41.791000000000004,-87.6159,0,Washington Park
152137,Illinois,41.6926,-87.6258,0,Bishop Ford Freeway
152140,Pennsylvania,40.4507,-79.9553,0,Hill District
152142,Illinois,41.8091,-87.6201,1,Bronzeville
152143,Illinois,41.8809,-87.711,1,East Garfield Park
152144,Illinois,41.705,-87.6574,0,Gresham
152145,Illinois,41.8842,-87.7699,0,Austin
152147,Illinois,41.6954,-87.6825,0,Marquette Park
152148,Pennsylvania,39.9809,-75.247,0,Overbrook
152155,Arkansas,34.7028,-92.3443,0,Exxon
152158,Florida,30.4686,-81.5829,1,Oceanway
152159,New York,40.7846,-73.9519,0,Upper East Side
152165,Illinois,41.8163,-87.6233,0,Bronzeville
152170,District of Columbia,38.8543,-76.9852,0,Stanton Glenn Apartments
152171,North Carolina,35.821999999999996,-79.824,0,Walmart
152173,Illinois,41.802,-87.6227,0,Bronzeville
152174,North Carolina,34.1059,-77.905,0,Kirkwood at Arrondale
152175,Florida,26.7126,-80.0621,0,West Palm Beach Tri Rail Station
152178,South Carolina,34.5672,-82.6233,0,TL Hanna High School
152179,Florida,26.6205,-80.0571,0,MetroPCS
152192,Massachusetts,42.2912,-71.0755,0,Harambee Park
152193,Michigan,42.9526,-85.6494,0,Urban Family Ministries building
152194,Virginia,37.6199,-77.6116,0,"The War-Store, LLC"
152196,Florida,25.4687,-80.4776,0,Floria Turnpike
152199,Illinois,41.8636,-87.6762,0,Heart of Chicago
152200,New York,40.7735,-73.9853,0,Samuel N. Bennerson Playground
152205,Illinois,41.8628,-87.8189,0,Wal-Mart
152212,California,34.1506,-119.17299999999999,0,Cypress Mobile Home Park
