,state,latitude,longitude,n_killed,location_description
79706,Oklahoma,36.0277,-95.8824,0,Sunchase Apartments
79722,Washington,47.5086,-122.352,1,Coronado Springs Apartments
79737,Washington,45.6929,-122.64399999999999,3,Ivy Glen
79744,North Carolina,35.5565,-77.4082,0,South Square Apartments
79751,Texas,29.6578,-95.2767,0,HOU
79752,Louisiana,32.4566,-93.8271,0,SHV
79753,Florida,27.9615,-82.5531,0,TPA
79754,Georgia,33.6356,-84.4333,0,ATL
79755,Georgia,33.6356,-84.4333,0,ATL
79756,South Carolina,32.2285,-80.6999,0,HXD
79757,North Carolina,35.8774,-78.7936,0,RDU
79761,West Virginia,37.7849,-81.1969,0,Wilbrian Apartments
79763,Louisiana,30.5265,-91.1691,1,Elmgrove Apartments
79766,Indiana,41.5192,-87.2745,0,KC Bar and Grill
79771,Texas,32.7746,-97.2918,1,Wal-Mart Superstore
79788,Ohio,39.7642,-84.2062,0,Reichard Buick GMC
79811,Wisconsin,43.4846,-88.8177,0,Fleet Farm
79817,Florida,27.9378,-82.2928,0,Circle K
79820,Georgia,33.9628,-83.4381,0,Riverwood Apartments
79822,Oregon,44.0846,-123.181,0,Parkside Apartments
79823,Indiana,41.4426,-87.4654,1,Eagle Creek Machining Co.
79829,Maryland,39.1255,-77.0987,1,Wheaton Metro Station parking garage
79830,Florida,30.4879,-81.6675,0,JAX
79838,Utah,41.7567,-111.821,0,Logan Regional Hospital
79840,Mississippi,30.384,-89.12100000000001,0,Brookstone Park Apartments
79842,Missouri,38.7416,-90.3657,0,Lambert–St. Louis International Airport
79848,Washington,47.8222,-122.315,0,Shari's
79851,Texas,29.6875,-95.2731,1,St. Joseph Condominiums
79853,Texas,29.9435,-95.4646,0,Champion Townhomes
79854,Missouri,37.2246,-93.1976,0,SGF
79855,Florida,28.7458,-81.241,0,SFB
79857,Georgia,33.6356,-84.4333,0,ATL
79858,Wisconsin,42.9478,-87.9096,0,MKE
79859,Oklahoma,36.1975,-95.8963,0,TUL
79860,Arkansas,34.7166,-92.2249,0,LIT
79861,Texas,32.8748,-97.0144,0,DFW
79862,Texas,29.9872,-95.3477,0,IAH
79863,Texas,32.8748,-97.0144,0,DFW
79873,California,34.1968,-119.179,1,Lemonwood Park
79875,Florida,30.3526,-81.6637,0,Roosevelt Gardens Apartments
79879,Kentucky,38.0461,-84.5046,1,Wildcat Liquor
79883,Pennsylvania,40.4486,-79.8691,1,Cousins Corner Market
79884,Tennessee,35.2005,-89.7878,0,Wolfchase Galleria
79890,Tennessee,35.5944,-89.2631,0,City Pawn Shop
79907,Washington,47.6707,-122.306,0,Ravenna Park
79914,Florida,29.1795,-81.0293,0,Papi's
79923,New Jersey,39.4078,-74.5201,0,Marina Del Rey apartments
79925,Alabama,30.7035,-88.0854,0,Hank Aaron Park
79927,Louisiana,30.0102,-90.0207,1,Shell gas station
79938,Illinois,41.9238,-87.7831,1,Riis Park
79943,Texas,32.7784,-97.2131,0,Woodridge Apartments
79952,Alabama,33.1459,-87.5218,0,Chevron
79962,South Carolina,34.5363,-80.5984,0,Foxwood Apartments
79963,Minnesota,44.0812,-92.4485,0,Zumbro Ridge Mobile Home Park
79971,Massachusetts,42.0882,-71.0351,0,CVS
79978,Tennessee,36.1864,-86.7855,0,Tony Sudekum Homes
79979,Alaska,58.3579,-134.488,1,Lemon Creek Trailhead
79982,Ohio,39.9856,-82.9669,0,83 Lounge
79992,Tennessee,35.0905,-85.2591,6,Amnicola Training Center
80004,Texas,29.2276,-98.8082,0,Lytle Oil Exchange
80007,Pennsylvania,40.5028,-80.1892,0,PIT
80009,Virginia,38.958,-77.4431,0,IAD
80020,New Jersey,40.0531,-74.881,0,Chateau Apartments
80031,Alaska,61.1723,-149.92,0,ANC
80032,Idaho,43.566,-116.22399999999999,0,BOI
80034,North Carolina,34.3336,-78.6914,0,Kent Place Apartments
80039,North Carolina,35.2235,-80.9442,0,CLT
80042,Florida,28.1433,-82.3543,0,CVS Pharmacy
80047,Texas,32.9402,-96.7464,0,IHOP
80052,Washington,47.0425,-122.948,0,Courtside Apartments
80054,Texas,32.3144,-95.2384,0,ReMax
80064,New York,40.6782,-73.9442,0,Glenwood Houses
80066,New York,40.7912,-73.9744,0,City Diner
80068,Florida,28.5145,-81.2876,1,Meadowwood Condominiums
80070,Texas,32.3144,-95.2384,0,D &D Fluids Office Building
80086,Texas,32.7788,-96.8565,0,Minyard Food Store
80092,Alaska,58.3019,-134.411,0,Capitol
80093,Texas,32.3144,-95.2384,0,Dobbs & Tittle
80100,Kentucky,38.2438,-85.6257,1,Mallgate of St. Matthews apartments
80101,Mississippi,32.4115,-90.1209,0,Pear Orchard Apartments
80106,Texas,29.793000000000003,-95.3629,0,Moody Park
80117,Mississippi,32.3241,-90.197,0,Ketra Auto Repair
80124,Louisiana,29.9496,-90.1815,0,Walmart
80127,Idaho,47.7005,-117.036,0,Cabela's
80130,Texas,33.5981,-101.80799999999999,0,United
80141,Florida,28.5219,-81.3343,1,Watauga Woods Apartments
80144,Florida,29.1872,-82.1401,0,Hilton Hotel
80162,Tennessee,35.9334,-83.9485,0,TYS
80163,Tennessee,36.1334,-86.6652,0,BNA
80164,Washington,47.6211,-117.55,0,GEG
80166,Nevada,36.0916,-115.15100000000001,0,LAS
80168,Texas,32.8748,-97.0144,0,DFW
80173,Missouri,38.5995,-90.4503,0,Chain of Rocks Bridge
80174,Georgia,34.3292,-83.9298,0,Armed Forces Recruiting Center
80184,Kentucky,38.2303,-84.5813,0,Georgetown Oaks Apartments
80204,Georgia,31.682,-83.6183,0,Marathon
80211,Georgia,33.8918,-84.1971,1,Forest Vale Apartments
80215,Missouri,38.7718,-90.2603,0,ZX Shop N Gas
80231,New York,40.6454,-73.7873,0,JFK
80236,Connecticut,41.0858,-73.426,0,Roodner Court Housing Complex
80237,Minnesota,44.0069,-92.4404,0,Bear Creek Park
80238,Michigan,43.3812,-83.9395,0,Bridgton Place Townhomes
80250,New Mexico,35.1302,-106.584,0,Casa del Verde Apartments
80253,New Mexico,35.1286,-106.531,0,Sierra Meadows Apartments
80257,Washington,47.6759,-122.304,1,Ravenna
80260,North Carolina,35.1595,-79.411,0,Best Western Hotel
80263,Maryland,38.8902,-76.8897,1,Central Gardens Apartments
80268,Oklahoma,35.1875,-97.5175,2,Norman Healthplex
80279,Tennessee,35.6323,-88.79700000000001,1,Lincoln Courts Apartments
80283,Ohio,41.4745,-81.6361,0,Rainbow Terrace
80285,Oregon,45.5328,-122.65299999999999,0,Lloyd Center Mall
80287,Tennessee,35.1321,-90.0552,0,Masonic Lodge
80293,Ohio,41.4535,-81.5329,1,Econo Lodge
80312,Texas,29.4841,-98.4026,1,Motel 6
80313,Pennsylvania,40.4604,-79.9137,1,Sunoco
80316,Kansas,37.6826,-97.3237,0,Hell's Lovers Clubhouse
80318,Florida,28.500999999999998,-81.4114,1,Tymber Skan condos
80321,Colorado,40.5652,-105.1,1,Stone Creek Apartments
80328,Washington,46.5694,-120.48700000000001,0,Grumpy’s Outdoor Supply
80335,New York,40.8421,-73.4115,0,Huntington Manor Fire Department
80340,Georgia,32.7369,-83.678,0,Porter Ellis Community Center
80341,New York,41.7017,-73.928,0,Club Ciboney
80342,Florida,28.5715,-81.3114,1,Semoran Club apartments
80343,Florida,28.511,-81.1818,0,King Tut's Lounge
80355,Michigan,42.8839,-85.7094,0,Motherland Night Shift Lounge
80369,Florida,26.0557,-80.207,0,Vintage Wine and Sports Bar
80383,Florida,27.9977,-82.4109,0,Silver Oaks apartments
80384,Florida,27.9379,-82.4548,2,Westin Tampa Harbour Island Hotel
80387,Connecticut,41.221000000000004,-73.1873,0,PD Community Services
80391,South Carolina,34.1898,-79.806,0,Moe's
80398,Tennessee,36.1334,-86.6652,0,BNA
80404,Florida,28.436,-81.3065,0,MCO
80405,Alaska,61.1923,-149.904,1,Alano Club
80408,Nevada,36.1127,-115.17299999999999,0,Shalimar Hotel
80410,Colorado,38.8331,-104.79799999999999,1,Memorial Park
80415,Oregon,44.9489,-122.991,1,Stars Cabaret
80416,California,36.2978,-119.21600000000001,1,Farmersville Police Department
80417,Michigan,42.2402,-83.3279,0,DTW
80422,Colorado,38.8519,-104.757,0,7-11
80425,South Carolina,34.9087,-82.2609,1,East Riverside Park
80447,Wyoming,43.0225,-108.398,1,Center of Hope
80451,Michigan,42.2462,-83.6021,0,Stufd
80454,South Carolina,32.9035,-79.9919,0,Chatham Place Apartments
80455,North Carolina,35.2359,-81.1841,0,Greenview Meadows apartments
80456,Washington,46.5051,-122.93,0,Winolequa Park
80459,North Carolina,34.7256,-77.2378,1,Flatwoods Outfitters Gun Range
80461,Louisiana,29.9575,-90.0695,0,Three Legged Dog Bar
80462,Ohio,39.742,-84.2236,0,DeSoto Bass apartments
80463,California,37.9821,-122.30799999999999,0,East Bay Regional park
80467,Rhode Island,41.5197,-71.2833,1,Gaudet Middle School
80469,Louisiana,29.9805,-90.25399999999999,0,Black and Gold Bar & Lounge
80472,Massachusetts,42.1083,-70.7554,0,Castle Green Apartments
80474,Louisiana,29.9822,-90.2567,0,MSY
80475,Texas,30.6141,-96.323,0,Silk Stocking Lounge
80476,Illinois,41.9715,-87.8954,0,ORD
80477,Nevada,36.0916,-115.15100000000001,0,LAS
80478,Iowa,41.706,-91.6632,0,Slim's Saloon
80481,Connecticut,41.2872,-72.9258,0,Premier Inn and Suites
80486,Texas,32.8748,-97.0144,0,DFW
80493,North Carolina,36.0395,-79.8499,0,Jake's Diner
80502,Michigan,43.0625,-85.9356,0,Palladium Gun Shop
80503,West Virginia,38.4165,-82.4207,0,Gary's Place bar
80505,North Carolina,33.9994,-77.9109,0,Jack Mackerel's Island Grill
80507,South Dakota,43.7259,-97.3875,0,Brewery Bar
80526,Missouri,38.6389,-90.1859,0,Shady Jack's Saloon
80534,North Carolina,35.5892,-78.491,1,The Sugar Shack
80536,Kentucky,38.2436,-85.8024,0,Cole's Place
80546,New York,40.696999999999996,-73.66,0,Echo Park Pool
80547,New York,41.2939,-73.8102,0,Franklin D Roosevelt State Park
80549,Tennessee,36.2133,-86.7953,1,Trinity Hills Apartments
80557,Washington,47.4815,-122.223,1,City View Church
80558,New York,43.1717,-77.6281,1,Lake Food Mart
80567,Georgia,33.4742,-82.0662,0,Alpine Villa
80570,Arizona,33.538000000000004,-112.22,0,Country Creek Apartments
80573,Ohio,38.742,-82.9692,0,Woodbine Apartments
80574,Georgia,32.4553,-84.9166,0,Steam Mill Food Mart
80577,Connecticut,41.7948,-72.6645,0,Vibz Uptown
80579,Illinois,39.8019,-89.6137,0,The Crossing Too
80589,Texas,35.1933,-101.91799999999999,0,Western Horseman Lounge
80610,Illinois,40.3093,-88.1587,0,Rantoul Pizza Pub
80611,Illinois,41.881,-87.6247,0,North Avenue Beach
80612,Florida,28.3659,-80.7589,0,Sunset Village moblie park
80621,South Carolina,32.1418,-80.7526,1,Coligny Beach Park
80624,Georgia,33.8398,-84.0645,0,Golden Corral
80635,Maine,44.2695,-70.0174,0,Monmouth Fish and Game Assc
80636,South Carolina,33.039,-80.152,1,Econo Lodge
80643,Illinois,42.2905,-89.0854,0,Williams Park
80647,Florida,28.6079,-81.4298,1,Village Springs Apartments
80648,South Carolina,33.4869,-80.8494,0,Orangeburg County Fairgrounds
80657,South Carolina,34.0301,-81.0998,0,Pandora Bar and Lounge
80659,Georgia,33.6356,-84.4333,0,ATL
80660,Florida,28.7458,-81.241,0,SFB
80662,Massachusetts,42.3717,-71.0359,0,BOS
80666,Arkansas,35.3842,-92.2157,0,FAI
80668,Washington,47.4435,-122.296,0,SEA
80669,Texas,29.9872,-95.3477,0,IAH
80670,Oregon,45.5867,-122.587,0,PDX
80671,Georgia,33.6356,-84.4333,0,ATL
80673,Georgia,33.9053,-83.4738,0,Apalachee River
80677,Alaska,61.1723,-149.92,0,ANC
80683,Louisiana,31.7721,-93.0994,0,Jeff’s Guns
80684,Georgia,31.5924,-84.0703,0,Stop n Shop
80687,Georgia,32.4189,-81.773,0,Southern Downs
80695,Georgia,33.7075,-84.3592,1,Forest Cove Apartments
80696,Georgia,33.5933,-84.4773,1,Lakeshire Village
80703,Tennessee,36.0187,-83.805,0,Buggy Bath Car Wash
80705,Connecticut,41.3203,-72.8723,0,Sunoco
80709,Missouri,38.6624,-90.5434,0,Friendship Village
80711,Ohio,41.4901,-81.6697,0,Forest Hills Park
80728,Massachusetts,41.6906,-71.1272,0,LaFayette Park
80733,Wyoming,41.1315,-104.819,2,The Coin Shop
80750,Oregon,45.5223,-122.499,0,Tree Crest Apartments
80757,New York,43.1147,-79.0492,0,Harry S Jordan Gardens
80759,New York,40.8211,-73.9257,0,Franz Sigel Park
80760,Michigan,42.4165,-82.9366,0,Shell
80762,Florida,30.4336,-87.1972,1,Graffiti Bridge
80774,Utah,40.8636,-111.902,0,Motel 6
80783,Indiana,39.9297,-86.0314,0,Residence Inn Indianapolis Fishers
80795,Washington,47.3895,-123.009,1,Belfair View Estates
80796,Missouri,38.5703,-90.2528,0,Seven Plus
80798,Ohio,40.1015,-83.0127,0,Far East Side
80804,Illinois,38.9018,-90.1493,0,Family Dollar
80810,Texas,33.5502,-101.805,1,El Patron
80820,Georgia,32.4667,-84.9285,1,Pembrook Apartments
80824,Virginia,37.0422,-76.3779,0,Spare Times
80827,Ohio,39.742,-84.2236,0,DeSoto Bass apartments
80832,Virginia,36.8251,-76.2642,0,St. Thomas AME Zion Church
80835,Tennessee,36.2121,-83.2963,0,Morristown Utility Systems
80843,Illinois,39.7874,-89.613,0,Popeye’s Chicken
80853,South Carolina,32.8918,-80.6691,0,Walterboro Village Apartments
80855,Louisiana,29.7802,-90.818,1,St. Charles Manor Apartments
80858,Georgia,32.4319,-84.9319,1,Southside Court Apartments
80862,Washington,47.5417,-122.29700000000001,0,New Holly Neighborhood
80864,Connecticut,41.7438,-72.6764,0,Barranquitas Mini Bakery
80866,Arkansas,35.8136,-90.6599,0,Race Street Market
80869,Michigan,42.3627,-82.9449,0,Marathon
80873,Louisiana,32.4107,-93.7965,0,Armed Services Recruiting Center
80877,Georgia,34.0045,-84.6052,0,Lakeside Vista Apartments
80888,Missouri,37.2252,-93.3119,0,Fast N Friendly
80889,Nevada,36.1577,-115.109,1,Ridge Falls Apartments
80903,Nevada,40.2351,-118.426,0,Lovelock Correctional Center
80907,Florida,28.8867,-81.3104,0,Highbanks Mini Storage Compoundd
80923,Mississippi,32.2539,-90.2443,0,Valero
80925,Rhode Island,41.7279,-71.4381,0,PVD
80926,Pennsylvania,40.5028,-80.1892,0,PIT
80938,Georgia,32.8027,-83.6504,1,Pendleton Homes
80939,Alabama,34.5077,-87.73,0,Washington Court Apartments
80941,District of Columbia,38.8875,-77.0059,0,Library of Congress
80942,Oklahoma,35.5254,-97.5403,0,Wal-Mart
80944,Washington,47.2573,-122.43299999999999,0,Blueberry Park
80946,Arkansas,34.7166,-92.2249,0,LIT
80947,Colorado,39.8496,-104.67399999999999,0,DEN
80948,Texas,32.814,-96.5808,0,Chevron
80949,Florida,25.9411,-80.2434,1,Mint Lounge
80951,Ohio,41.4995,-81.6516,0,Biggie's Food Mart
80955,Utah,40.6721,-111.915,0,Atherton Park Apartments
80962,Florida,26.4889,-81.7035,0,RSW
80973,Georgia,33.6356,-84.4333,0,ATL
80988,Georgia,32.4136,-81.7828,0,Renaissance Apartments
80996,Michigan,46.7658,-89.2757,0,Cedar Springs Mobile Estates
81011,Texas,27.7971,-97.40799999999999,0,Lovenskold Park
81016,Michigan,42.3764,-83.0773,0,The Turkey Grill
81022,South Carolina,32.9229,-80.0947,0,Family Dollar
81024,South Carolina,32.7469,-79.9868,0,Mt Sinai Evangelistic Church
81030,Texas,29.6578,-95.2767,0,HOU
81035,New York,40.726,-73.9742,0,Riis Houses
81039,Tennessee,35.1287,-90.0203,1,Lamar Corner Grocery
81041,Arkansas,35.3747,-94.4307,1,South Camp
81044,Florida,25.862,-80.3053,1,"Miami-dade (county), Florida"
81050,Oklahoma,36.1975,-95.8963,0,TUL
81051,Alabama,34.7929,-86.9568,0,Budget Inn
81056,Iowa,41.9566,-91.7246,0,Westdale Court Apartments
81062,Texas,29.7172,-95.4907,0,La Estancia Apartments
81065,Florida,26.5123,-80.0598,0,Publix Super Market
81069,Oregon,45.5867,-122.587,0,PDX
81070,Georgia,32.4956,-84.9827,0,Wilson Apartments
81073,Utah,40.7585,-111.87100000000001,0,Monaco Apartments
81075,Texas,30.2093,-97.6529,0,AUS
81077,Tennessee,35.3555,-87.4036,0,Long's Market and Deli
81078,Hawaii,19.6467,-155.994,0,Macy's
81084,Illinois,38.3906,-88.3702,0,CountryMark
81085,Rhode Island,41.8045,-71.494,0,Simmons Village Apartments
81098,Texas,33.4524,-94.0651,1,Pete Mankins Nissan
81099,Florida,30.3139,-81.6956,1,The Blind Rabbit
81102,California,38.5956,-121.488,0,Club Fantasy
81103,Massachusetts,42.2979,-71.3868,0,Dick's Sporting Goods
81111,Ohio,41.4561,-81.645,1,Mr. Z Beverage Store
81118,Pennsylvania,40.0968,-74.9862,1,Northbrook Apartments
81121,South Carolina,32.7459,-79.9812,0,Bethel AME Church
81122,Georgia,31.5861,-84.162,0,McIntosh Houses
81125,Massachusetts,41.898999999999994,-71.0864,0,Mechanics Bank
81126,North Carolina,36.0522,-79.8062,0,Smith Homes
81128,Michigan,42.6452,-84.5236,0,Whispering Pines Apartments
81129,New York,43.1659,-77.5671,0,441 Ministries
81136,North Carolina,34.2549,-77.8847,0,Greentree Apartments
81141,Tennessee,35.8722,-86.3581,1,Kings Crossing Apartments
81154,Virginia,36.8331,-76.2978,0,city hall
81157,Tennessee,35.8396,-86.3729,0,Middle Tennessee State University
81163,Arizona,33.3069,-111.67,0,IWA
81164,Texas,32.841,-96.8486,0,DAL
81165,Montana,46.8874,-113.925,0,MSO
81172,Washington,47.5417,-122.29700000000001,0,New Holly Neighborhood
81175,New York,40.8158,-73.9085,1,La Cocina Latina
81179,Florida,25.8498,-80.2252,0,"Miami-dade (county), Florida"
81181,Texas,29.6755,-95.5904,0,Huntington Glen Apartments
81197,Tennessee,36.174,-82.8372,0,Blair Industries
81204,Georgia,33.4715,-82.0892,0,Woodlake Club Apartment
81205,Minnesota,44.9849,-93.4102,1,Arby's
81206,Indiana,37.9747,-87.5675,0,Garvin Park
81207,Kentucky,39.0837,-84.5086,0,CVG
81208,Texas,29.9872,-95.3477,0,IAH
81209,Texas,29.5217,-98.4767,0,SAT
81210,Florida,30.4879,-81.6675,0,JAX
81211,Florida,25.7699,-80.3731,1,"Miami-dade (county), Florida"
81214,Georgia,33.9928,-84.3457,1,Azalea Park
81216,New York,40.8639,-73.9003,0,Monroe College
81219,Massachusetts,42.5778,-71.8217,0,Hilltop Estates
81221,Georgia,33.6637,-84.014,1,Arbor Creek Apartments
81223,Tennessee,35.1424,-89.9967,0,Levitt Shell
81229,Louisiana,30.201999999999998,-92.0459,3,Grand Theatre
81234,Washington,47.5967,-122.322,1,King's Hookah Lounge
81236,Louisiana,30.4347,-91.0584,0,La Frontera restaurant
81238,California,33.918,-118.23899999999999,1,Willowbrook
81242,South Carolina,33.7076,-78.9469,1,Flintlake Apartments
81243,South Carolina,32.7476,-79.9785,0,United Congregational Church
81245,Alabama,34.6934,-86.6018,0,Twickenham Lodge Apartments
81250,North Carolina,35.6816,-81.3764,0,Rite Aid
81251,Oklahoma,34.6379,-99.3246,0,Go Pawn
81257,Iowa,41.5419,-90.5569,0,Genesis Medical Center
81263,Oklahoma,36.1844,-95.9821,1,Lacy Park
81268,Washington,47.2775,-123.05,2,Lake Limerick
81276,Texas,29.3755,-98.2999,0,7-Elelven
81278,Ohio,39.7315,-82.6212,0,Army/Air Force Recruiting Center
81294,New York,40.8559,-73.9289,0,SNA Candy Store
81310,Oregon,45.4328,-122.859,0,The Ridge
81311,Delaware,39.7403,-75.6378,0,Shell
81314,Arkansas,36.3114,-94.1035,2,Midway Mobile Home Park
81318,North Carolina,34.4735,-78.7323,0,The Honey Hole
81322,Virginia,37.5482,-77.4175,1,Mosby Court
81323,Texas,29.6203,-95.2213,1,Lounge Plaza Men's Club
81327,Missouri,38.9702,-92.3159,0,Columbia Mobile Home Parks
81328,Oklahoma,36.2631,-95.855,1,Kum and Go
81329,Michigan,42.2402,-83.3279,0,DTW
81331,Texas,29.9872,-95.3477,0,IAH
81332,Michigan,42.2402,-83.3279,0,DTW
81333,Georgia,33.6356,-84.4333,0,ATL
81334,South Carolina,34.8018,-82.3867,0,Shemwood Apartments
81348,Kentucky,37.9859,-84.4603,0,Spud's Sports Pub
81368,Colorado,39.8496,-104.67399999999999,0,DEN
81371,California,35.4016,-119.029,0,Standard Park
81378,Tennessee,35.0509,-89.8075,1,LA Fitness
81386,Wisconsin,43.0456,-88.0376,0,Milwaukee County Children's Court Center
81388,New York,42.1099,-79.2454,0,Tops Friendly Market
81391,California,37.3066,-121.816,1,Woodbridge Mobile Home Park
81392,Florida,25.5516,-80.6327,0,"Miami-dade (county), Florida"
81393,Texas,32.8748,-97.0144,0,DFW
81394,Texas,29.4892,-98.3202,1,Elolf Elementary School
81395,Georgia,33.6356,-84.4333,0,ATL
81404,New York,42.1046,-75.9075,1,Antlers Lodge
81408,Florida,28.4805,-81.3307,0,Chateau Orleans Apartments
81418,Ohio,39.8191,-84.25,0,Palms Lounge & Grill
81433,North Carolina,36.359,-79.6612,0,Johnson and Son Funeral Home
81438,Utah,40.7821,-111.98,0,SLC
81440,Minnesota,45.00899999999999,-93.0247,0,Bleecher’s Bar
81444,Tennessee,35.7618,-83.8144,0,Peery's Mill Dam
81449,Virginia,36.8369,-76.0235,0,Mermaids Gentleman’s Club
81455,Michigan,42.3266,-83.0566,0,Wayne County Community College District Campus
81456,Texas,29.9872,-95.3477,0,IAH
81457,Michigan,42.2402,-83.3279,0,DTW
81458,Indiana,38.9579,-85.8384,0,Days Inn
81460,North Carolina,35.7987,-78.5694,0,Circle K gas station
81467,California,34.1441,-118.397,1,Union Bank
81472,Ohio,40.7509,-81.6328,0,Miller Weldmaster Corp
81473,South Carolina,33.7317,-79.5114,0,Tracey's Place
81477,Tennessee,35.9297,-86.9233,0,Westhaven Clubhouse
81479,North Carolina,35.8438,-78.7131,0,Olde Raleigh Apartments
81480,South Carolina,34.7988,-82.3537,0,Berkley Pointe Apartments
81485,North Carolina,35.2949,-79.7336,0,Quik-Chek
81492,South Carolina,33.8597,-79.0891,0,WalMart
81497,Alabama,34.0239,-86.0304,0,Poor Man's Trade Day
81502,Georgia,33.7521,-84.3781,0,King Memorial Station
81504,Oregon,45.5773,-122.66799999999999,0,Javier's Taco Shop
81512,California,33.9124,-117.89,0,Brea Mall
81515,North Carolina,36.07,-80.2578,1,Innkeeper Hotel
81520,Ohio,41.4821,-81.6864,0,Barrio
81527,Louisiana,32.4566,-93.8271,0,SHV
81528,Texas,29.9872,-95.3477,0,IAH
81529,Washington,47.4435,-122.296,0,SEA
81535,Virginia,37.5814,-77.4281,1,Providence Park
81537,Indiana,41.0921,-85.0982,0,Jamestown Apartments
81538,Indiana,41.0228,-85.1266,0,Sunset Hall
81541,Georgia,32.4272,-84.9444,0,Arbor Pointe
81547,California,33.7131,-116.23299999999999,0,Casa Las Valles apartments
81548,Connecticut,41.1692,-73.1942,1,Rootsman Kitchen
81549,Ohio,41.5946,-83.6675,0,Motel 6
81559,Indiana,40.3767,-86.8619,1,Applied Ballistics Indoor Shooting Range
81567,Georgia,32.0837,-81.0993,1,Post Office
81568,Alaska,59.04,-158.459,0,Boat Harbor
81575,Missouri,38.4094,-90.5623,1,Rockford Beach Park
81578,Mississippi,32.3829,-90.1467,1,American Star Inn
81579,Georgia,33.9446,-83.4026,0,University Gardens Apartments
81582,Oklahoma,35.7547,-95.309,0,Knights Inn
81585,New Mexico,33.3836,-104.546,0,Stiles Field
81588,Tennessee,35.9725,-83.21700000000001,0,Cocke County Fairgrounds
81591,Wisconsin,43.0818,-87.9975,1,American Inn Motel
81599,Texas,29.9202,-95.6193,0,Shell
81600,New York,40.6699,-73.8915,1,Langston Hughes Apartments
81606,New York,40.6364,-74.0835,0,Mt Sinai United Christian Church
81607,Wisconsin,42.5322,-89.0216,0,Club Adiktion
81616,Massachusetts,42.1051,-72.5914,0,Queenie's
81627,Michigan,41.7892,-85.8238,0,George’s Café & Sunset Club
81631,North Carolina,35.1105,-77.0524,0,Craven Terrace
81647,Alabama,33.5299,-86.8509,0,Pilot Travel Center
81659,Texas,32.841,-96.8486,0,DAL
81665,Minnesota,44.8967,-93.2322,0,MSP
81667,California,36.6033,-119.44200000000001,1,Reedly Beach
81668,Alabama,34.7716,-86.6699,1,Sunoco
81671,Louisiana,29.9887,-90.035,0,Edith Sampson Playground Park
81690,Texas,30.1069,-95.2339,0,Walmart
81694,New York,40.7331,-73.9978,0,Sticky Fingers
81695,Indiana,39.7732,-86.1649,0,Tyler Apartments
81698,South Carolina,34.791,-82.3946,0,Highland Apartments
81701,South Carolina,34.693000000000005,-82.9791,1,Hardee's
81710,Georgia,32.4546,-81.7718,0,Blakewood Apartments
81711,Virginia,36.8364,-76.3361,1,London Oaks
81715,Pennsylvania,41.2329,-80.4959,2,Sharon Regional Hospital
81724,Michigan,42.395,-83.169,0,Adams Butzel Park
81735,Arkansas,34.6497,-92.4346,0,Food Giant
81741,Wisconsin,43.1785,-87.964,0,US Bank
81742,Oklahoma,36.7805,-95.9902,1,Oak Park
81745,Florida,26.9162,-81.9995,0,PGD
81751,Illinois,41.8715,-87.8938,1,Best Western Hillside Hotel
81768,Michigan,42.3609,-82.95200000000001,0,Peter Maheras memorial field
81770,Mississippi,33.0569,-89.6111,0,Adams Grocery
81774,Florida,27.9959,-82.49700000000001,0,Shell Gas Station
81781,Washington,45.5826,-122.353,0,Yacolt Burn State Forest
81782,Georgia,32.4411,-84.9546,0,Big Cat
81787,North Carolina,35.0126,-78.9297,0,Crown Coliseum
81791,South Carolina,34.9422,-81.0409,0,Boyd Hill Recreation Center
81793,Indiana,40.4014,-86.8584,0,Hideaway Bar & Grill
81794,Colorado,39.8496,-104.67399999999999,0,DEN
81795,Tennessee,35.0521,-89.98100000000001,0,MEM
81796,Colorado,39.8496,-104.67399999999999,0,DEN
81797,Oregon,45.5867,-122.587,0,PDX
81802,California,34.0626,-117.59299999999999,0,ONT
81803,Texas,30.2093,-97.6529,0,AUS
81812,North Carolina,34.2698,-77.9041,0,ILM
81815,Massachusetts,42.2972,-71.0763,0,Rafael Hernandez School
81822,North Carolina,36.0981,-78.4463,1,Food Lion
81825,Louisiana,30.5229,-91.1448,0,Club Bella Noche
81829,Massachusetts,42.0929,-72.6191,0,Eastern States Exposition
81832,Florida,26.6412,-81.8342,0,Hook's Seafood Restaurant
81833,Tennessee,35.0368,-89.8474,0,Kirby Food and Fuel
81838,Iowa,41.6004,-93.6467,0,Kum and Go
81839,Utah,40.7386,-111.9,0,Wal-Mart
81841,Virginia,37.0437,-76.4505,0,Ameristop Food Mart
81847,Vermont,44.4847,-73.2163,0,JR's Corner Store
81849,California,33.8146,-117.95,0,Modjeska Park
81855,California,34.0806,-118.081,1,Valley Hotel
81861,Idaho,46.6128,-116.661,0,Phil’s Family Foods
81865,New Mexico,35.0897,-106.699,1,Pat Hurley Park
81867,Tennessee,36.0038,-84.2606,0,McKenzie Acres
81870,Tennessee,35.0197,-90.0074,1,Family Dollar
81871,Tennessee,36.0629,-86.6969,1,Horizon Park Apartments
81877,Tennessee,35.9334,-83.9485,0,TYS
81878,Louisiana,29.9822,-90.2567,0,MSY
81879,South Dakota,43.5829,-96.7296,0,FSD
81880,Georgia,33.6356,-84.4333,0,ATL
81881,Georgia,33.6356,-84.4333,0,ATL
81883,Tennessee,36.1334,-86.6652,0,BNA
