,state,year,gun_deaths,population,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,assault_crime,burglary_crime,larceny_theft_crime,vehicle_theft_crime,other_crime,income,beer,wine,spirits,alcohol_consumed,us_decile,lawtotal,democrat,republican,other_weapon,destructive_device,machinegun,silencer,short_barreled_rifle,short_barreled_shotgun,total_weapons,marijuana,cocaine,tobacco,alcohol_abuse,mental,depression,gun_deaths_norm,other_crime_norm
181,Florida,2009,804.0,18652644.0,,,,,,,,,,,37065.0,1.19,0.48,0.91,2.58,4.0,21.0,51.0,48.2,,,,,,,,,,,,,,4.3103808768344045,
182,Florida,2010,767.0,18801310.0,88700.0,553812.0,1111.0,5528.0,20175.0,59816.0,100325.0,410352.0,43135.0,639331.0,38631.0,1.12,0.47,0.91,2.5,4.0,21.0,51.0,48.2,,,,,,,,,,,,,,4.07950297080363,3400.4598615734753
183,Florida,2011,817.0,19097369.0,93625.0,570270.0,1041.0,5396.0,21137.0,63895.0,109268.0,420341.0,40661.0,660698.0,40493.0,1.13,0.49,0.93,2.54,4.0,21.0,51.0,48.2,2906.0,92609.0,27607.0,22517.0,6019.0,5313.0,156971.0,,,,,,,4.27807621039317,3459.628391743386
184,Florida,2012,862.0,19341327.0,91345.0,583774.0,982.0,5038.0,21621.0,61610.0,121379.0,426197.0,36198.0,672043.0,41006.0,1.26,0.51,0.95,2.72,3.0,21.0,50.0,49.1,3113.0,101418.0,29128.0,28312.0,7432.0,6125.0,175528.0,1800.0,278.0,3996.0,956.0,2509.0,858.0,4.456777965648376,3474.647835694004
185,Florida,2013,816.0,19584927.0,91993.0,607170.0,972.0,4765.0,23200.0,61054.0,138915.0,433344.0,34911.0,696189.0,40791.0,1.28,0.49,0.95,2.72,3.0,21.0,50.0,49.1,3199.0,103765.0,30227.0,34720.0,9383.0,6469.0,187763.0,1885.0,300.0,3921.0,1009.0,2554.0,910.0,4.166469448673462,3554.71838113055
186,Florida,2014,873.0,19897747.0,94087.0,632988.0,1009.0,5260.0,23889.0,63929.0,153563.0,442095.0,37330.0,726066.0,43045.0,1.09,0.51,0.98,2.59,4.0,21.0,50.0,49.1,3366.0,107466.0,31501.0,39613.0,10958.0,6924.0,199828.0,1990.0,331.0,4063.0,1008.0,2463.0,894.0,4.387431401153105,3648.985988212635
187,Florida,2015,796.0,20268567.0,98198.0,671200.0,984.0,5273.0,25622.0,66319.0,170171.0,461408.0,39621.0,768414.0,45388.0,1.11,0.51,0.98,2.6,4.0,21.0,50.0,49.1,3436.0,144313.0,33435.0,50422.0,14872.0,7913.0,254391.0,2152.0,325.0,3869.0,1009.0,2630.0,933.0,3.927263333416714,3791.160963673455
188,Florida,2016,1001.0,20656589.0,101969.0,669035.0,987.0,5373.0,26086.0,69523.0,169119.0,458454.0,41462.0,770017.0,45855.0,1.09,0.53,1.03,2.65,4.0,21.0,47.8,49.0,3448.0,151672.0,34373.0,61015.0,18409.0,8310.0,277227.0,2275.0,283.0,3583.0,980.0,2769.0,979.0,4.845911394180327,3727.706447564988
189,Florida,2017,950.0,20984400.0,,,,,,,,,,,46858.0,,,,,,21.0,47.8,49.0,3560.0,181734.0,36194.0,85998.0,27092.0,8710.0,343288.0,,,,,,,4.527172566287337,
190,Georgia,1999,438.0,,,,,,,,,,,,,1.23,0.25,0.7,2.18,6.0,11.0,,,,,,,,,,,,,,,,,
191,Georgia,2000,442.0,8227303.0,,,,,,,,,,,,1.21,0.25,0.69,2.16,7.0,11.0,43.0,54.7,,,,,,,,,,,,,,5.372355922712461,
192,Georgia,2001,454.0,8377038.0,,,,,,,,,,,,1.2,0.25,0.65,2.11,7.0,11.0,43.0,54.7,,,,,,,,,,,,,,5.419576704797089,
193,Georgia,2002,477.0,8508256.0,,,,,,,,,,,,1.21,0.26,0.66,2.13,7.0,11.0,43.0,54.7,,,,,,,,,,,,,,5.606319320904308,
194,Georgia,2003,493.0,8622793.0,,,,,,,,,,,,1.2,0.26,0.66,2.13,7.0,11.0,43.0,54.7,,,,,,,,,,,,,,5.717405021783545,
195,Georgia,2004,419.0,8769252.0,,,,,,,,,,,,1.19,0.27,0.65,2.11,8.0,11.0,41.4,58.0,,,,,,,,,,,,,,4.778058607507231,
196,Georgia,2005,439.0,8925922.0,,,,,,,,,,,,1.17,0.26,0.64,2.07,8.0,11.0,41.4,58.0,,,,,,,,,,,,,,4.918259424628626,
197,Georgia,2006,495.0,9155813.0,,,,,,,,,,,,1.19,0.26,0.65,2.1,8.0,11.0,41.4,58.0,,,,,,,,,,,,,,5.406401375825391,
198,Georgia,2007,557.0,9349988.0,,,,,,,,,,,,1.19,0.26,0.65,2.1,8.0,11.0,41.4,58.0,,,,,,,,,,,,,,5.957226896975697,
199,Georgia,2008,515.0,9504843.0,,,,,,,,,,,,1.16,0.25,0.65,2.06,8.0,11.0,47.0,52.2,,,,,,,,,,,,,,5.418290444145159,
200,Georgia,2009,456.0,9620846.0,,,,,,,,,,,34361.0,1.11,0.25,0.65,2.01,9.0,11.0,47.0,52.2,,,,,,,,,,,,,,4.73970792173578,
201,Georgia,2010,443.0,9687653.0,40990.0,309770.0,681.0,2528.0,12205.0,24595.0,63344.0,219625.0,26801.0,349098.0,34646.0,1.08,0.25,0.65,1.98,9.0,11.0,47.0,52.2,,,,,,,,,,,,,,4.572831004578715,3603.5353454546735
202,Georgia,2011,439.0,9810595.0,38891.0,316013.0,622.0,2343.0,12545.0,22467.0,68149.0,220715.0,27149.0,353368.0,36672.0,1.06,0.25,0.67,1.98,9.0,11.0,47.0,52.2,1687.0,43185.0,20129.0,29004.0,2755.0,9241.0,106001.0,,,,,,,4.4747540796455265,3601.9018214491575
203,Georgia,2012,481.0,9911171.0,38955.0,339146.0,607.0,2209.0,12786.0,22415.0,78029.0,233359.0,27758.0,376556.0,36876.0,1.05,0.25,0.68,1.98,9.0,11.0,45.5,53.3,1759.0,48026.0,22081.0,29259.0,3563.0,9422.0,114110.0,778.0,125.0,2119.0,421.0,1360.0,510.0,4.853109688047961,3799.3088808577713
204,Georgia,2013,472.0,9981773.0,37519.0,339808.0,563.0,2022.0,12704.0,21361.0,83459.0,229190.0,27159.0,375895.0,37183.0,1.03,0.25,0.69,1.97,9.0,11.0,45.5,53.3,1789.0,54484.0,27449.0,36140.0,4531.0,10631.0,135024.0,925.0,147.0,2168.0,446.0,1364.0,490.0,4.728618853584429,3765.813949084997
205,Georgia,2014,522.0,10083850.0,37675.0,339473.0,583.0,2143.0,12502.0,22447.0,86992.0,223875.0,28606.0,376565.0,39142.0,1.02,0.25,0.69,1.96,9.0,6.0,45.5,53.3,1787.0,56103.0,27536.0,43958.0,5321.0,10707.0,145412.0,963.0,118.0,2103.0,506.0,1365.0,491.0,5.1765942571537655,3734.3375793967584
206,Georgia,2015,595.0,10199533.0,36762.0,357235.0,549.0,2066.0,12266.0,21881.0,96014.0,231543.0,29678.0,393448.0,41020.0,1.01,0.25,0.68,1.94,9.0,6.0,45.5,53.3,1856.0,59799.0,28046.0,59942.0,7500.0,11019.0,168162.0,1052.0,143.0,2160.0,455.0,1299.0,479.0,5.833600420725145,3857.509946778936
207,Georgia,2016,548.0,10313620.0,39068.0,353449.0,555.0,2107.0,12372.0,24034.0,96947.0,226161.0,30341.0,391962.0,42146.0,0.99,0.25,0.69,1.94,9.0,6.0,45.6,50.8,1929.0,66433.0,28497.0,49357.0,8132.0,11175.0,165523.0,1048.0,160.0,2083.0,377.0,1341.0,508.0,5.313362330588096,3800.430886536444
208,Georgia,2017,658.0,10429379.0,,,,,,,,,,,43270.0,,,,,,6.0,45.6,50.8,1992.0,72360.0,29525.0,63021.0,11755.0,11397.0,190050.0,,,,,,,6.309100474726252,
209,Hawaii,1999,19.0,,,,,,,,,,,,,1.31,0.39,0.56,2.26,5.0,60.0,,,,,,,,,,,,,,,,,
210,Hawaii,2000,9.0,1213519.0,,,,,,,,,,,,1.33,0.39,0.6,2.32,4.0,65.0,55.8,37.5,,,,,,,,,,,,,,0.741644753811024,
211,Hawaii,2001,9.0,1225948.0,,,,,,,,,,,,1.3,0.38,0.6,2.28,5.0,65.0,55.8,37.5,,,,,,,,,,,,,,0.7341257541102886,
212,Hawaii,2002,15.0,1239613.0,,,,,,,,,,,,1.27,0.39,0.62,2.28,5.0,65.0,55.8,37.5,,,,,,,,,,,,,,1.2100550736399183,
213,Hawaii,2003,10.0,1251154.0,,,,,,,,,,,,1.3,0.42,0.66,2.38,5.0,65.0,55.8,37.5,,,,,,,,,,,,,,0.7992621212096992,
214,Hawaii,2004,8.0,1273569.0,,,,,,,,,,,,1.38,0.43,0.7,2.5,3.0,65.0,54.0,45.3,,,,,,,,,,,,,,0.6281559931185511,
215,Hawaii,2005,5.0,1292729.0,,,,,,,,,,,,1.3,0.45,0.72,2.47,4.0,65.0,54.0,45.3,,,,,,,,,,,,,,0.3867786674546637,
216,Hawaii,2006,9.0,1309731.0,,,,,,,,,,,,1.28,0.47,0.77,2.52,4.0,76.0,54.0,45.3,,,,,,,,,,,,,,0.6871640054331767,
217,Hawaii,2007,7.0,1315675.0,,,,,,,,,,,,1.3,0.48,0.77,2.55,4.0,76.0,54.0,45.3,,,,,,,,,,,,,,0.5320462880270583,
218,Hawaii,2008,11.0,1332213.0,,,,,,,,,,,,1.33,0.51,0.72,2.56,4.0,76.0,71.8,26.6,,,,,,,,,,,,,,0.8256937892063807,
219,Hawaii,2009,10.0,1346717.0,,,,,,,,,,,41473.0,1.27,0.51,0.71,2.49,4.0,76.0,71.8,26.6,,,,,,,,,,,,,,0.7425465038311687,
220,Hawaii,2010,7.0,1360301.0,4417.0,42753.0,35.0,447.0,994.0,2769.0,6017.0,31082.0,5654.0,46963.0,41727.0,1.25,0.52,0.71,2.48,4.0,76.0,71.8,26.6,,,,,,,,,,,,,,0.5145919910372778,3452.397667869097
221,Hawaii,2011,1.0,1378323.0,3530.0,45389.0,29.0,382.0,1085.0,1878.0,6810.0,33140.0,5439.0,48734.0,42858.0,1.25,0.53,0.73,2.52,4.0,76.0,71.8,26.6,34.0,5019.0,428.0,102.0,50.0,59.0,5692.0,,,,,,,0.07255193448850523,3535.745975362814
222,Hawaii,2012,0.0,1392772.0,3362.0,46022.0,20.0,388.0,952.0,1842.0,7470.0,33003.0,5549.0,49204.0,44398.0,1.26,0.53,0.75,2.54,5.0,77.0,70.6,27.8,34.0,5503.0,429.0,105.0,55.0,59.0,6185.0,150.0,19.0,228.0,82.0,179.0,66.0,0.0,3532.810826179734
223,Hawaii,2013,0.0,1408038.0,3585.0,45266.0,32.0,366.0,934.0,2111.0,7777.0,32928.0,4561.0,48677.0,44590.0,1.25,0.54,0.77,2.56,4.0,77.0,70.6,27.8,34.0,6313.0,377.0,114.0,55.0,61.0,6954.0,151.0,18.0,229.0,86.0,188.0,69.0,0.0,3457.079993579719
224,Hawaii,2014,8.0,1417710.0,3378.0,43419.0,21.0,279.0,1125.0,1953.0,7653.0,31901.0,3865.0,46776.0,46640.0,1.27,0.54,0.77,2.59,4.0,77.0,70.6,27.8,34.0,6461.0,377.0,117.0,55.0,61.0,7105.0,144.0,18.0,235.0,78.0,178.0,61.0,0.5642902991443948,3299.405379097277
225,Hawaii,2015,12.0,1426320.0,3465.0,43874.0,20.0,353.0,994.0,2098.0,8165.0,31240.0,4469.0,47319.0,48823.0,1.28,0.56,0.77,2.6,4.0,77.0,70.6,27.8,34.0,6701.0,410.0,139.0,58.0,61.0,7403.0,147.0,22.0,222.0,62.0,168.0,60.0,0.8413259296651523,3317.5584721521113
226,Hawaii,2016,34.0,1428683.0,3603.0,45667.0,25.0,377.0,1065.0,2136.0,8706.0,31681.0,5280.0,49245.0,50358.0,1.29,0.57,0.77,2.63,4.0,78.0,61.0,29.4,34.0,6863.0,410.0,143.0,59.0,62.0,7571.0,151.0,23.0,212.0,58.0,165.0,57.0,2.379814136515938,3446.8807986096285
227,Hawaii,2017,8.0,1427538.0,,,,,,,,,,,51939.0,,,,,,78.0,61.0,29.4,34.0,7128.0,413.0,163.0,59.0,62.0,7859.0,,,,,,,0.5604053972643811,
228,Idaho,1999,16.0,,,,,,,,,,,,,1.09,0.68,0.52,2.29,4.0,6.0,,,,,,,,,,,,,,,,,
229,Idaho,2000,14.0,1299430.0,,,,,,,,,,,,1.13,0.65,0.52,2.3,5.0,7.0,27.6,67.2,,,,,,,,,,,,,,1.0773954733998754,
230,Idaho,2001,25.0,1319962.0,,,,,,,,,,,,1.14,0.63,0.53,2.3,5.0,7.0,27.6,67.2,,,,,,,,,,,,,,1.8939939180067304,
231,Idaho,2002,15.0,1340372.0,,,,,,,,,,,,1.16,0.64,0.53,2.33,4.0,7.0,27.6,67.2,,,,,,,,,,,,,,1.1190923116866063,
232,Idaho,2003,19.0,1363380.0,,,,,,,,,,,,1.15,0.65,0.55,2.35,5.0,7.0,27.6,67.2,,,,,,,,,,,,,,1.3935953292552334,
233,Idaho,2004,16.0,1391802.0,,,,,,,,,,,,1.14,0.72,0.57,2.43,4.0,7.0,30.3,68.5,,,,,,,,,,,,,,1.1495888064537916,
234,Idaho,2005,28.0,1428241.0,,,,,,,,,,,,1.11,0.74,0.61,2.45,4.0,7.0,30.3,68.5,,,,,,,,,,,,,,1.9604534528836521,
235,Idaho,2006,24.0,1468669.0,,,,,,,,,,,,1.14,0.74,0.65,2.53,4.0,7.0,30.3,68.5,,,,,,,,,,,,,,1.6341326738700144,
236,Idaho,2007,29.0,1505105.0,,,,,,,,,,,,1.17,0.73,0.67,2.58,4.0,7.0,30.3,68.5,,,,,,,,,,,,,,1.92677587277964,
237,Idaho,2008,13.0,1534320.0,,,,,,,,,,,,1.15,0.81,0.69,2.64,3.0,5.0,36.1,61.5,,,,,,,,,,,,,,0.8472808801293081,
238,Idaho,2009,10.0,1554439.0,,,,,,,,,,,31436.0,1.05,0.91,0.7,2.67,3.0,5.0,36.1,61.5,,,,,,,,,,,,,,0.64331890797902,
239,Idaho,2010,12.0,1567582.0,9110.0,65391.0,71.0,922.0,1148.0,6644.0,15030.0,45378.0,4983.0,74105.0,31728.0,1.06,0.9,0.72,2.68,3.0,5.0,36.1,61.5,,,,,,,,,,,,,,0.7655101934061503,4727.3444068635645
240,Idaho,2011,16.0,1583180.0,8619.0,64688.0,73.0,877.0,1050.0,6291.0,14977.0,45328.0,4383.0,72906.0,33316.0,1.0,0.92,0.73,2.65,3.0,5.0,36.1,61.5,561.0,12432.0,3822.0,8993.0,900.0,379.0,27087.0,,,,,,,1.0106241867633496,4605.035435010548
241,Idaho,2012,18.0,1594673.0,8484.0,65100.0,60.0,829.0,1047.0,6227.0,14363.0,46594.0,4143.0,73203.0,34722.0,0.98,1.02,0.77,2.77,2.0,5.0,32.6,64.5,588.0,14049.0,4342.0,9839.0,1103.0,398.0,30319.0,123.0,16.0,332.0,86.0,235.0,89.0,1.1287580588622244,4590.470899049523
242,Idaho,2013,14.0,1610187.0,8443.0,67976.0,41.0,873.0,937.0,6332.0,15918.0,47803.0,4255.0,76118.0,35761.0,0.96,1.08,0.77,2.81,2.0,5.0,32.6,64.5,595.0,16525.0,3984.0,11667.0,1744.0,417.0,34932.0,127.0,15.0,324.0,86.0,231.0,86.0,0.8694642299310578,4727.277018135161
243,Idaho,2014,31.0,1630391.0,8167.0,70357.0,49.0,901.0,962.0,6255.0,17201.0,49116.0,4040.0,78475.0,37258.0,0.93,1.12,0.77,2.82,2.0,5.0,32.6,64.5,597.0,17696.0,3981.0,14539.0,1778.0,428.0,39019.0,152.0,13.0,325.0,88.0,244.0,86.0,1.9013843918422024,4813.262585477962
244,Idaho,2015,40.0,1649324.0,7883.0,72043.0,44.0,866.0,824.0,6149.0,17573.0,50472.0,3998.0,79882.0,38931.0,0.93,1.14,0.79,2.87,2.0,6.0,32.6,64.5,637.0,18016.0,4053.0,19167.0,2231.0,456.0,44560.0,152.0,14.0,294.0,81.0,243.0,85.0,2.425236036097213,4843.31762588794
245,Idaho,2016,34.0,1680026.0,8191.0,68740.0,38.0,883.0,1012.0,6258.0,16746.0,48194.0,3800.0,76893.0,39543.0,0.92,1.19,0.81,2.92,2.0,4.0,27.5,59.3,641.0,17172.0,4039.0,18176.0,2437.0,459.0,42924.0,158.0,17.0,286.0,75.0,262.0,92.0,2.023778203432566,4576.89345283942
246,Idaho,2017,47.0,1716943.0,,,,,,,,,,,40507.0,,,,,,4.0,27.5,59.3,640.0,17733.0,4135.0,23475.0,3100.0,483.0,49566.0,,,,,,,2.737423432228094,
247,Illinois,1999,689.0,,,,,,,,,,,,,1.29,0.33,0.66,2.27,5.0,54.0,,,,,,,,,,,,,,,,,
248,Illinois,2000,674.0,12434161.0,,,,,,,,,,,,1.28,0.32,0.63,2.24,6.0,58.0,54.6,42.6,,,,,,,,,,,,,,5.420550690955345,
249,Illinois,2001,747.0,12488445.0,,,,,,,,,,,,1.27,0.32,0.68,2.28,5.0,58.0,54.6,42.6,,,,,,,,,,,,,,5.981529325708685,
250,Illinois,2002,728.0,12525556.0,,,,,,,,,,,,1.28,0.33,0.65,2.26,5.0,58.0,54.6,42.6,,,,,,,,,,,,,,5.812117242539972,
251,Illinois,2003,696.0,12556006.0,,,,,,,,,,,,1.26,0.35,0.74,2.36,5.0,58.0,54.6,42.6,,,,,,,,,,,,,,5.543163964719354,
252,Illinois,2004,573.0,12589773.0,,,,,,,,,,,,1.24,0.32,0.67,2.22,6.0,58.0,54.8,44.5,,,,,,,,,,,,,,4.551313196830475,
253,Illinois,2005,569.0,12609903.0,,,,,,,,,,,,1.23,0.34,0.71,2.29,6.0,60.0,54.8,44.5,,,,,,,,,,,,,,4.51232654208363,
254,Illinois,2006,625.0,12643955.0,,,,,,,,,,,,1.24,0.37,0.74,2.35,6.0,61.0,54.8,44.5,,,,,,,,,,,,,,4.9430735873387714,
255,Illinois,2007,575.0,12695866.0,,,,,,,,,,,,1.24,0.41,0.74,2.38,6.0,61.0,54.8,44.5,,,,,,,,,,,,,,4.529033308952694,
256,Illinois,2008,631.0,12747038.0,,,,,,,,,,,,1.23,0.38,0.74,2.34,6.0,61.0,61.9,36.8,,,,,,,,,,,,,,4.950169600184765,
257,Illinois,2009,628.0,12796778.0,,,,,,,,,,,40994.0,1.24,0.39,0.73,2.36,5.0,61.0,61.9,36.8,,,,,,,,,,,,,,4.907485306066887,
258,Illinois,2010,577.0,12830632.0,3876.0,29357.0,49.0,529.0,213.0,2895.0,6318.0,20962.0,2077.0,32994.0,41699.0,1.22,0.4,0.74,2.35,5.0,66.0,61.9,36.8,,,,,,,,,,,,,,4.497050496031685,257.1502323502069
259,Illinois,2011,610.0,12862298.0,3593.0,28912.0,32.0,508.0,191.0,2667.0,6124.0,20916.0,1872.0,32278.0,43716.0,1.19,0.41,0.75,2.35,6.0,66.0,61.9,36.8,947.0,79858.0,23625.0,1007.0,1100.0,1633.0,108170.0,,,,,,,4.742542895523024,250.95049111752814
260,Illinois,2012,645.0,12878494.0,3439.0,30440.0,32.0,463.0,203.0,2559.0,6466.0,22297.0,1677.0,33665.0,45627.0,1.15,0.43,0.77,2.36,6.0,66.0,57.6,40.7,958.0,83363.0,24651.0,1071.0,1214.0,1674.0,112931.0,1217.0,191.0,2815.0,766.0,1524.0,563.0,5.008349578762858,261.40478847914983
261,Illinois,2013,576.0,12890403.0,3471.0,30230.0,29.0,516.0,220.0,2548.0,6693.0,21999.0,1538.0,33514.0,46607.0,1.13,0.42,0.78,2.33,6.0,64.0,57.6,40.7,960.0,86075.0,25936.0,1289.0,1440.0,1673.0,117373.0,1247.0,183.0,2795.0,689.0,1610.0,538.0,4.468440591035051,259.9918714721332
262,Illinois,2014,637.0,12882438.0,3348.0,31825.0,30.0,495.0,243.0,2580.0,7240.0,23203.0,1382.0,35143.0,48809.0,1.12,0.42,0.78,2.32,6.0,64.0,57.6,40.7,971.0,86775.0,26014.0,1348.0,1512.0,1675.0,118295.0,1305.0,184.0,2718.0,661.0,1587.0,574.0,4.944716209773336,272.79774216650605
263,Illinois,2015,688.0,12862051.0,3202.0,32875.0,35.0,444.0,188.0,2535.0,6915.0,24629.0,1331.0,36042.0,50745.0,1.13,0.43,0.8,2.36,5.0,64.0,57.6,40.7,980.0,88946.0,26086.0,1641.0,2066.0,1702.0,121421.0,1339.0,194.0,2570.0,649.0,1570.0,581.0,5.349069133686377,280.21969435512267
264,Illinois,2016,946.0,12835726.0,3464.0,31436.0,22.0,533.0,213.0,2696.0,6513.0,23594.0,1329.0,34878.0,51679.0,1.12,0.43,0.77,2.32,6.0,64.0,55.8,38.8,979.0,101572.0,30563.0,1717.0,2278.0,1716.0,138825.0,1320.0,186.0,2439.0,601.0,1526.0,545.0,7.370054486984219,271.72596236473106
265,Illinois,2017,959.0,12802023.0,,,,,,,,,,,52808.0,,,,,,64.0,55.8,38.8,981.0,103789.0,33646.0,3672.0,2678.0,1721.0,146487.0,,,,,,,7.491003570295101,
266,Indiana,1999,271.0,,,,,,,,,,,,,1.16,0.19,0.59,1.94,8.0,10.0,,,,,,,,,,,,,,,,,
267,Indiana,2000,218.0,6091866.0,,,,,,,,,,,,1.16,0.2,0.61,1.98,8.0,10.0,41.0,56.6,,,,,,,,,,,,,,3.5785422725975917,
268,Indiana,2001,290.0,6127760.0,,,,,,,,,,,,1.15,0.19,0.62,1.96,8.0,9.0,41.0,56.6,,,,,,,,,,,,,,4.732561327467133,
269,Indiana,2002,242.0,6155967.0,,,,,,,,,,,,1.13,0.2,0.6,1.93,9.0,9.0,41.0,56.6,,,,,,,,,,,,,,3.9311451799530444,
270,Indiana,2003,247.0,6196638.0,,,,,,,,,,,,1.11,0.21,0.64,1.96,9.0,10.0,41.0,56.6,,,,,,,,,,,,,,3.9860324259703406,
271,Indiana,2004,224.0,6233007.0,,,,,,,,,,,,1.14,0.22,0.65,2.01,8.0,10.0,39.3,59.9,,,,,,,,,,,,,,3.5937710321839846,
272,Indiana,2005,257.0,6278616.0,,,,,,,,,,,,1.11,0.22,0.68,2.01,8.0,10.0,39.3,59.9,,,,,,,,,,,,,,4.093258769130012,
273,Indiana,2006,264.0,6332669.0,,,,,,,,,,,,1.09,0.25,0.66,2.0,9.0,10.0,39.3,59.9,,,,,,,,,,,,,,4.168858343930498,
274,Indiana,2007,251.0,6379599.0,,,,,,,,,,,,1.13,0.24,0.72,2.09,8.0,10.0,39.3,59.9,,,,,,,,,,,,,,3.9344165675616916,
275,Indiana,2008,235.0,6424806.0,,,,,,,,,,,,1.1,0.24,0.73,2.08,8.0,10.0,49.9,48.9,,,,,,,,,,,,,,3.657697991192263,
276,Indiana,2009,245.0,6459325.0,,,,,,,,,,,34084.0,1.08,0.25,0.72,2.05,8.0,10.0,49.9,48.9,,,,,,,,,,,,,,3.792965983287728,
277,Indiana,2010,223.0,6483802.0,55854.0,262306.0,1054.0,3635.0,17827.0,32065.0,47989.0,194407.0,19910.0,315833.0,35083.0,1.03,0.26,0.74,2.03,8.0,10.0,49.9,48.9,,,,,,,,,,,,,,3.439340066214237,4871.108031984937
278,Indiana,2011,202.0,6515358.0,49755.0,256962.0,754.0,3602.0,15056.0,29019.0,46846.0,192424.0,17692.0,304639.0,37265.0,1.02,0.27,0.73,2.02,8.0,10.0,49.9,48.9,1285.0,32239.0,16623.0,11471.0,1886.0,8303.0,71807.0,,,,,,,3.1003668562801923,4675.706231338324
279,Indiana,2012,251.0,6535665.0,47775.0,269647.0,690.0,3182.0,15271.0,27485.0,50759.0,201003.0,17885.0,315585.0,38829.0,1.02,0.28,0.79,2.08,8.0,10.0,43.9,54.1,1430.0,34628.0,17019.0,16735.0,2343.0,8581.0,80736.0,580.0,67.0,1767.0,368.0,961.0,330.0,3.840466119361993,4828.659363660775
280,Indiana,2013,298.0,6567484.0,51956.0,296048.0,722.0,3895.0,17733.0,28161.0,59093.0,216059.0,20896.0,345837.0,39158.0,1.0,0.28,0.81,2.09,8.0,10.0,43.9,54.1,1546.0,38134.0,17825.0,21212.0,2846.0,8611.0,90174.0,598.0,75.0,1748.0,378.0,954.0,351.0,4.537506296170649,5265.8978689556
281,Indiana,2014,330.0,6593182.0,53556.0,332706.0,770.0,3581.0,19480.0,29725.0,71100.0,235314.0,26292.0,385492.0,40482.0,0.98,0.27,0.8,2.05,8.0,11.0,43.9,54.1,1539.0,38795.0,18377.0,22223.0,3129.0,8637.0,92700.0,700.0,66.0,1620.0,364.0,993.0,380.0,5.005170492790886,5846.827829111952
282,Indiana,2015,346.0,6610596.0,54523.0,344468.0,781.0,3030.0,20217.0,30495.0,77719.0,237362.0,29387.0,398210.0,41862.0,0.98,0.28,0.88,2.14,8.0,11.0,43.9,54.1,1579.0,40044.0,18754.0,27329.0,3984.0,8696.0,100386.0,760.0,68.0,1688.0,325.0,1014.0,389.0,5.23402125920265,6023.813889095628
283,Indiana,2016,420.0,6634007.0,57132.0,349064.0,704.0,3066.0,20386.0,32976.0,77472.0,242681.0,28911.0,405492.0,43091.0,0.98,0.29,0.89,2.17,8.0,12.0,37.9,56.8,1615.0,41343.0,18880.0,28395.0,4709.0,8816.0,103758.0,733.0,73.0,1578.0,294.0,988.0,381.0,6.3310153275388465,6112.323969510433
284,Indiana,2017,407.0,6666818.0,,,,,,,,,,,44165.0,,,,,,12.0,37.9,56.8,1655.0,43209.0,19190.0,34630.0,6361.0,8974.0,114019.0,,,,,,,6.104861419645774,
285,Iowa,1999,28.0,,,,,,,,,,,,,1.34,0.13,0.48,1.95,8.0,19.0,,,,,,,,,,,,,,,,,
286,Iowa,2000,25.0,2929067.0,,,,,,,,,,,,1.35,0.13,0.5,1.98,8.0,19.0,48.5,48.2,,,,,,,,,,,,,,0.8535141053448079,
287,Iowa,2001,24.0,2931997.0,,,,,,,,,,,,1.36,0.13,0.5,1.99,8.0,19.0,48.5,48.2,,,,,,,,,,,,,,0.8185547256699103,
288,Iowa,2002,30.0,2934234.0,,,,,,,,,,,,1.38,0.14,0.51,2.04,8.0,19.0,48.5,48.2,,,,,,,,,,,,,,1.0224133453569142,
289,Iowa,2003,24.0,2941999.0,,,,,,,,,,,,1.38,0.15,0.54,2.07,8.0,19.0,48.5,48.2,,,,,,,,,,,,,,0.8157718612412853,
290,Iowa,2004,30.0,2953635.0,,,,,,,,,,,,1.39,0.16,0.57,2.12,7.0,19.0,49.3,49.9,,,,,,,,,,,,,,1.0156976065085903,
291,Iowa,2005,23.0,2964454.0,,,,,,,,,,,,1.4,0.16,0.61,2.16,7.0,19.0,49.3,49.9,,,,,,,,,,,,,,0.7758595680688586,
292,Iowa,2006,38.0,2982644.0,,,,,,,,,,,,1.39,0.16,0.65,2.2,7.0,19.0,49.3,49.9,,,,,,,,,,,,,,1.2740373976914443,
293,Iowa,2007,18.0,2999212.0,,,,,,,,,,,,1.41,0.17,0.67,2.25,7.0,19.0,49.3,49.9,,,,,,,,,,,,,,0.6001576414071429,
294,Iowa,2008,34.0,3016734.0,,,,,,,,,,,,1.43,0.17,0.7,2.3,6.0,19.0,53.9,44.4,,,,,,,,,,,,,,1.1270466670246697,
295,Iowa,2009,19.0,3032870.0,,,,,,,,,,,37365.0,1.42,0.18,0.72,2.31,6.0,19.0,53.9,44.4,,,,,,,,,,,,,,0.626469317840857,
296,Iowa,2010,34.0,3046355.0,26845.0,171759.0,439.0,1851.0,7330.0,16575.0,34097.0,122931.0,14731.0,197515.0,37952.0,1.39,0.18,0.73,2.3,6.0,23.0,53.9,44.4,,,,,,,,,,,,,,1.116087914901579,6483.65013269957
297,Iowa,2011,31.0,3063690.0,25373.0,171878.0,370.0,1757.0,7081.0,15536.0,34404.0,123940.0,13534.0,196252.0,40878.0,1.38,0.21,0.78,2.37,5.0,25.0,53.9,44.4,870.0,11058.0,3055.0,229.0,314.0,882.0,16408.0,,,,,,,1.0118517212903395,6405.739484086184
