,state,year,gun_deaths,population,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,assault_crime,burglary_crime,larceny_theft_crime,vehicle_theft_crime,other_crime,income,beer,wine,spirits,alcohol_consumed,us_decile,lawtotal,democrat,republican,other_weapon,destructive_device,machinegun,silencer,short_barreled_rifle,short_barreled_shotgun,total_weapons,marijuana,cocaine,tobacco,alcohol_abuse,mental,depression,gun_deaths_norm,other_crime_norm
414,Massachusetts,2014,101.0,6757925.0,27047.0,143325.0,121.0,1650.0,6555.0,18721.0,34635.0,99453.0,9237.0,170251.0,59226.0,0.98,0.66,0.91,2.55,4.0,100.0,60.7,37.5,843.0,13827.0,6911.0,8486.0,1680.0,935.0,32682.0,989.0,134.0,1233.0,383.0,1056.0,394.0,1.4945415937584392,2519.279216623446
415,Massachusetts,2015,109.0,6794002.0,28232.0,148829.0,184.0,1654.0,6768.0,19626.0,36403.0,101644.0,10782.0,176877.0,62755.0,0.97,0.65,0.91,2.52,5.0,100.0,60.7,37.5,838.0,14473.0,6985.0,9156.0,1975.0,1006.0,34433.0,1058.0,142.0,1203.0,388.0,1008.0,387.0,1.6043563131126544,2603.4287302241005
416,Massachusetts,2016,112.0,6823721.0,30737.0,154496.0,214.0,1784.0,6897.0,21842.0,37903.0,105124.0,11469.0,185019.0,64122.0,0.95,0.65,0.97,2.57,4.0,100.0,60.0,32.8,831.0,15028.0,6705.0,6772.0,2312.0,981.0,32629.0,1088.0,164.0,1194.0,439.0,1034.0,400.0,1.6413332256696898,2711.40921500161
417,Massachusetts,2017,128.0,6859819.0,,,,,,,,,,,65890.0,,,,,,100.0,60.0,32.8,826.0,16125.0,6682.0,9565.0,2977.0,977.0,37152.0,,,,,,,1.865938445314665,
418,Michigan,1999,516.0,,,,,,,,,,,,,1.2,0.24,0.67,2.11,7.0,26.0,,,,,,,,,,,,,,,,,
419,Michigan,2000,504.0,9952450.0,,,,,,,,,,,,1.2,0.24,0.68,2.13,7.0,26.0,51.3,46.1,,,,,,,,,,,,,,5.0640796989685954,
420,Michigan,2001,499.0,9991120.0,,,,,,,,,,,,1.18,0.23,0.68,2.09,7.0,24.0,51.3,46.1,,,,,,,,,,,,,,4.994435058331798,
421,Michigan,2002,489.0,10015710.0,,,,,,,,,,,,1.19,0.25,0.69,2.13,7.0,24.0,51.3,46.1,,,,,,,,,,,,,,4.88232985979027,
422,Michigan,2003,477.0,10041152.0,,,,,,,,,,,,1.17,0.28,0.72,2.17,7.0,24.0,51.3,46.1,,,,,,,,,,,,,,4.750450944274123,
423,Michigan,2004,488.0,10055315.0,,,,,,,,,,,,1.16,0.27,0.72,2.15,7.0,24.0,51.2,47.8,,,,,,,,,,,,,,4.8531547743655965,
424,Michigan,2005,491.0,10051137.0,,,,,,,,,,,,1.15,0.28,0.74,2.16,7.0,24.0,51.2,47.8,,,,,,,,,,,,,,4.885019475906059,
425,Michigan,2006,536.0,10036081.0,,,,,,,,,,,,1.13,0.29,0.76,2.18,7.0,23.0,51.2,47.8,,,,,,,,,,,,,,5.340730111684033,
426,Michigan,2007,506.0,10001284.0,,,,,,,,,,,,1.13,0.3,0.77,2.19,7.0,23.0,51.2,47.8,,,,,,,,,,,,,,5.059350379411283,
427,Michigan,2008,489.0,9946889.0,,,,,,,,,,,,1.13,0.3,0.79,2.22,7.0,23.0,57.4,41.0,,,,,,,,,,,,,,4.91610995156375,
428,Michigan,2009,495.0,9901591.0,,,,,,,,,,,33966.0,1.11,0.32,0.8,2.23,7.0,23.0,57.4,41.0,,,,,,,,,,,,,,4.999196593759528,
429,Michigan,2010,440.0,9883640.0,45572.0,189620.0,598.0,5114.0,7120.0,30729.0,39568.0,129876.0,20176.0,232583.0,35206.0,1.09,0.33,0.81,2.23,7.0,23.0,57.4,41.0,,,,,,,,,,,,,,4.4518011582777195,2353.2119745356977
430,Michigan,2011,511.0,9876199.0,41712.0,191191.0,585.0,4782.0,7818.0,26599.0,40375.0,132019.0,18797.0,230390.0,37400.0,1.07,0.35,0.83,2.25,7.0,23.0,57.4,41.0,1038.0,20312.0,8656.0,1322.0,628.0,1094.0,33050.0,,,,,,,5.174055322295551,2332.780050300728
431,Michigan,2012,579.0,9886610.0,42555.0,202692.0,544.0,4500.0,8037.0,27610.0,44328.0,137142.0,21222.0,242839.0,38702.0,1.08,0.35,0.84,2.27,7.0,20.0,54.2,44.7,1061.0,21221.0,9090.0,2887.0,700.0,1121.0,36080.0,1152.0,112.0,2555.0,582.0,1484.0,552.0,5.856405785198365,2456.241320331236
432,Michigan,2013,493.0,9899219.0,44757.0,230135.0,625.0,4506.0,10093.0,27254.0,56256.0,149794.0,24085.0,271988.0,39213.0,1.02,0.37,0.85,2.24,7.0,20.0,54.2,44.7,1076.0,22460.0,11057.0,4736.0,774.0,1129.0,41232.0,1268.0,90.0,2468.0,570.0,1509.0,560.0,4.9801908615215,2747.5702881207094
433,Michigan,2014,348.0,9914675.0,44962.0,249249.0,701.0,4635.0,10423.0,29203.0,65560.0,158609.0,25080.0,293510.0,40835.0,1.05,0.39,0.88,2.32,6.0,20.0,54.2,44.7,1092.0,23005.0,11193.0,5627.0,804.0,1134.0,42855.0,1304.0,87.0,2386.0,510.0,1441.0,501.0,3.50994863674301,2960.359265432301
434,Michigan,2015,355.0,9918170.0,43731.0,251329.0,617.0,4344.0,10263.0,28507.0,69755.0,156666.0,24908.0,294443.0,43072.0,0.99,0.37,0.89,2.25,7.0,21.0,54.2,44.7,1122.0,23865.0,12247.0,7898.0,1478.0,1181.0,47791.0,1266.0,104.0,2279.0,474.0,1373.0,499.0,3.579289324542733,2968.72306080658
435,Michigan,2016,385.0,9933445.0,48693.0,271501.0,580.0,4733.0,11522.0,31858.0,74345.0,169748.0,27408.0,319614.0,44231.0,1.04,0.39,0.91,2.34,6.0,21.0,47.3,47.5,1155.0,24561.0,12913.0,10146.0,2203.0,1244.0,52222.0,1317.0,121.0,2249.0,483.0,1320.0,521.0,3.8757953559918032,3217.554433532375
436,Michigan,2017,369.0,9962311.0,,,,,,,,,,,45255.0,,,,,,21.0,47.3,47.5,1172.0,25626.0,15142.0,18381.0,4042.0,1379.0,65742.0,,,,,,,3.7039598542948515,
437,Minnesota,1999,54.0,,,,,,,,,,,,,1.23,0.27,0.86,2.36,4.0,32.0,,,,,,,,,,,,,,,,,
438,Minnesota,2000,77.0,4933692.0,,,,,,,,,,,,1.24,0.26,0.87,2.37,4.0,32.0,47.9,45.5,,,,,,,,,,,,,,1.5606973438958085,
439,Minnesota,2001,68.0,4982796.0,,,,,,,,,,,,1.25,0.26,0.88,2.39,4.0,32.0,47.9,45.5,,,,,,,,,,,,,,1.3646956447745402,
440,Minnesota,2002,55.0,5018935.0,,,,,,,,,,,,1.26,0.28,0.88,2.41,3.0,32.0,47.9,45.5,,,,,,,,,,,,,,1.095850015989448,
441,Minnesota,2003,75.0,5053572.0,,,,,,,,,,,,1.22,0.29,0.91,2.43,3.0,31.0,47.9,45.5,,,,,,,,,,,,,,1.48409877211604,
442,Minnesota,2004,85.0,5087713.0,,,,,,,,,,,,1.24,0.31,0.94,2.5,3.0,31.0,51.1,47.7,,,,,,,,,,,,,,1.6706917233735472,
443,Minnesota,2005,88.0,5119598.0,,,,,,,,,,,,1.18,0.33,0.97,2.48,4.0,31.0,51.1,47.7,,,,,,,,,,,,,,1.7188849593268847,
444,Minnesota,2006,78.0,5163555.0,,,,,,,,,,,,1.15,0.32,0.93,2.4,5.0,31.0,51.1,47.7,,,,,,,,,,,,,,1.510587182667755,
445,Minnesota,2007,70.0,5207203.0,,,,,,,,,,,,1.23,0.36,1.01,2.6,3.0,31.0,51.1,47.7,,,,,,,,,,,,,,1.3442917435713568,
446,Minnesota,2008,71.0,5247018.0,,,,,,,,,,,,1.21,0.36,1.03,2.6,4.0,31.0,54.1,43.8,,,,,,,,,,,,,,1.3531495413204224,
447,Minnesota,2009,46.0,5281203.0,,,,,,,,,,,40739.0,1.19,0.37,1.04,2.59,4.0,31.0,54.1,43.8,,,,,,,,,,,,,,0.8710136686660217,
448,Minnesota,2010,65.0,5303925.0,13394.0,117756.0,101.0,1731.0,3728.0,7217.0,18606.0,90422.0,8728.0,130432.0,42122.0,1.14,0.33,0.97,2.44,5.0,31.0,54.1,43.8,,,,,,,,,,,,,,1.2255075250875531,2459.1599617264574
449,Minnesota,2011,59.0,5345967.0,13319.0,121984.0,133.0,1679.0,3771.0,7094.0,19299.0,94704.0,7981.0,134528.0,44639.0,1.13,0.34,0.99,2.47,5.0,31.0,54.1,43.8,2625.0,33944.0,7876.0,632.0,1044.0,995.0,47116.0,,,,,,,1.1036356939726713,2516.4390277755174
450,Minnesota,2012,61.0,5377695.0,12505.0,125377.0,88.0,1448.0,3687.0,6729.0,20773.0,96237.0,8367.0,137241.0,47236.0,1.18,0.42,1.11,2.71,3.0,31.0,52.7,45.0,2633.0,36066.0,6828.0,619.0,1183.0,1011.0,48340.0,527.0,59.0,1195.0,329.0,692.0,247.0,1.1343149806748059,2552.041348570345
451,Minnesota,2013,76.0,5416074.0,12100.0,131195.0,114.0,1403.0,3674.0,6909.0,22713.0,100516.0,7966.0,143181.0,47274.0,1.13,0.43,1.16,2.72,3.0,31.0,52.7,45.0,2634.0,37895.0,7542.0,689.0,1350.0,1040.0,51150.0,536.0,59.0,1202.0,296.0,730.0,267.0,1.4032304580771977,2643.6307923414633
452,Minnesota,2014,86.0,5452649.0,12419.0,138152.0,99.0,1638.0,3475.0,7207.0,25378.0,104316.0,8458.0,150472.0,49248.0,1.14,0.44,1.23,2.81,2.0,39.0,52.7,45.0,2643.0,38553.0,7228.0,719.0,1464.0,1051.0,51658.0,553.0,56.0,1196.0,286.0,806.0,299.0,1.5772150380484788,2759.612804711985
453,Minnesota,2015,123.0,5483238.0,12323.0,136183.0,75.0,2113.0,3385.0,6750.0,25681.0,102354.0,8148.0,148431.0,51139.0,1.16,0.43,1.14,2.73,3.0,41.0,52.7,45.0,2646.0,41948.0,9307.0,1270.0,1969.0,1099.0,58239.0,579.0,69.0,1153.0,289.0,777.0,304.0,2.243200094542677,2706.9953921387323
454,Minnesota,2016,108.0,5525050.0,12515.0,136431.0,96.0,1798.0,3388.0,7233.0,24415.0,103429.0,8587.0,148850.0,51990.0,1.15,0.44,1.17,2.77,3.0,41.0,46.4,44.9,2654.0,42890.0,9264.0,5655.0,2404.0,1132.0,63999.0,592.0,81.0,1083.0,263.0,759.0,292.0,1.9547334413263229,2694.093266124288
455,Minnesota,2017,115.0,5576606.0,,,,,,,,,,,53043.0,,,,,,41.0,46.4,44.9,2651.0,47026.0,8262.0,16272.0,3972.0,1124.0,79307.0,,,,,,,2.062186211469844,
456,Mississippi,1999,214.0,,,,,,,,,,,,,1.42,0.11,0.61,2.14,7.0,10.0,,,,,,,,,,,,,,,,,
457,Mississippi,2000,214.0,2848353.0,,,,,,,,,,,,1.43,0.11,0.61,2.14,7.0,10.0,40.7,57.6,,,,,,,,,,,,,,7.513113718699894,
458,Mississippi,2001,224.0,2852994.0,,,,,,,,,,,,1.4,0.11,0.6,2.11,7.0,10.0,40.7,57.6,,,,,,,,,,,,,,7.8514010194203,
459,Mississippi,2002,208.0,2858681.0,,,,,,,,,,,,1.41,0.12,0.61,2.13,7.0,10.0,40.7,57.6,,,,,,,,,,,,,,7.276082920759609,
460,Mississippi,2003,201.0,2868312.0,,,,,,,,,,,,1.38,0.12,0.63,2.13,7.0,9.0,40.7,57.6,,,,,,,,,,,,,,7.007605867144161,
461,Mississippi,2004,202.0,2889010.0,,,,,,,,,,,,1.38,0.13,0.63,2.14,7.0,9.0,39.8,59.5,,,,,,,,,,,,,,6.992014565543214,
462,Mississippi,2005,175.0,2905943.0,,,,,,,,,,,,1.4,0.13,0.65,2.18,7.0,9.0,39.8,59.5,,,,,,,,,,,,,,6.022141521702249,
463,Mississippi,2006,222.0,2904978.0,,,,,,,,,,,,1.43,0.13,0.67,2.23,7.0,8.0,39.8,59.5,,,,,,,,,,,,,,7.642054432081758,
464,Mississippi,2007,219.0,2928350.0,,,,,,,,,,,,1.45,0.14,0.68,2.26,7.0,8.0,39.8,59.5,,,,,,,,,,,,,,7.478614236686188,
465,Mississippi,2008,245.0,2947806.0,,,,,,,,,,,,1.44,0.15,0.7,2.28,7.0,8.0,43.0,56.2,,,,,,,,,,,,,,8.311266073818969,
466,Mississippi,2009,197.0,2958774.0,,,,,,,,,,,29801.0,1.41,0.15,0.7,2.26,7.0,8.0,43.0,56.2,,,,,,,,,,,,,,6.658163144599756,
467,Mississippi,2010,205.0,2967297.0,8383.0,82732.0,238.0,905.0,2397.0,4471.0,23354.0,55054.0,4324.0,90505.0,30568.0,1.37,0.15,0.7,2.22,7.0,8.0,43.0,56.2,,,,,,,,,,,,,,6.908644466664443,3050.082280270563
468,Mississippi,2011,221.0,2977452.0,8190.0,85785.0,253.0,851.0,2312.0,4467.0,25068.0,56446.0,4271.0,93415.0,31764.0,1.36,0.16,0.71,2.22,7.0,6.0,43.0,56.2,387.0,5854.0,3797.0,2416.0,435.0,686.0,13575.0,,,,,,,7.422453829650318,3137.4141379945
469,Mississippi,2012,216.0,2982963.0,8331.0,86887.0,259.0,768.0,2405.0,4585.0,23898.0,58515.0,4474.0,94645.0,32942.0,1.37,0.16,0.71,2.24,7.0,6.0,43.8,55.3,410.0,6776.0,3886.0,3368.0,572.0,712.0,15724.0,224.0,33.0,858.0,126.0,439.0,157.0,7.241122333733271,3172.85195961197
470,Mississippi,2013,215.0,2987721.0,8303.0,81548.0,217.0,726.0,2413.0,4649.0,24969.0,52192.0,4387.0,89336.0,33358.0,1.35,0.16,0.73,2.24,7.0,5.0,43.8,55.3,408.0,7694.0,4016.0,5017.0,853.0,717.0,18705.0,213.0,34.0,890.0,141.0,416.0,159.0,7.196120387412346,2990.105167115671
471,Mississippi,2014,231.0,2988578.0,7769.0,83933.0,213.0,819.0,2277.0,4460.0,28084.0,51520.0,4329.0,91489.0,34257.0,1.32,0.16,0.75,2.23,7.0,5.0,43.8,55.3,413.0,8189.0,3986.0,6072.0,1002.0,727.0,20389.0,229.0,24.0,822.0,141.0,422.0,155.0,7.729428510816851,3061.288679766765
472,Mississippi,2015,223.0,2985297.0,8009.0,89809.0,232.0,863.0,2496.0,4418.0,30722.0,54179.0,4908.0,97586.0,34804.0,1.31,0.17,0.77,2.24,7.0,5.0,43.8,55.3,419.0,9064.0,4137.0,8289.0,1416.0,756.0,24081.0,212.0,25.0,776.0,126.0,394.0,129.0,7.46994352655699,3268.8874842268624
473,Mississippi,2016,290.0,2985415.0,7999.0,88596.0,204.0,931.0,2777.0,4087.0,30453.0,52784.0,5360.0,96392.0,35524.0,1.28,0.17,0.77,2.23,7.0,5.0,40.1,57.9,426.0,9628.0,4220.0,10589.0,1747.0,798.0,27408.0,231.0,31.0,751.0,111.0,385.0,133.0,9.713892373422121,3228.7638402031207
474,Mississippi,2017,324.0,2984100.0,,,,,,,,,,,36346.0,,,,,,5.0,40.1,57.9,436.0,10219.0,4392.0,16745.0,2833.0,869.0,35494.0,,,,,,,10.857544988438725,
475,Missouri,1999,244.0,,,,,,,,,,,,,1.35,0.23,0.66,2.23,5.0,17.0,,,,,,,,,,,,,,,,,
476,Missouri,2000,273.0,5607285.0,,,,,,,,,,,,1.35,0.23,0.67,2.25,5.0,17.0,47.1,50.4,,,,,,,,,,,,,,4.868666386673764,
477,Missouri,2001,275.0,5641142.0,,,,,,,,,,,,1.34,0.23,0.67,2.25,6.0,17.0,47.1,50.4,,,,,,,,,,,,,,4.874899444119649,
478,Missouri,2002,253.0,5674825.0,,,,,,,,,,,,1.36,0.25,0.67,2.27,5.0,17.0,47.1,50.4,,,,,,,,,,,,,,4.458287259959558,
479,Missouri,2003,219.0,5709403.0,,,,,,,,,,,,1.34,0.26,0.7,2.29,6.0,12.0,47.1,50.4,,,,,,,,,,,,,,3.8357775760442903,
480,Missouri,2004,257.0,5747741.0,,,,,,,,,,,,1.33,0.27,0.72,2.32,5.0,12.0,46.1,53.3,,,,,,,,,,,,,,4.47132186366783,
481,Missouri,2005,293.0,5790300.0,,,,,,,,,,,,1.31,0.27,0.73,2.3,6.0,12.0,46.1,53.3,,,,,,,,,,,,,,5.060186864238468,
482,Missouri,2006,295.0,5842704.0,,,,,,,,,,,,1.33,0.28,0.76,2.37,5.0,12.0,46.1,53.3,,,,,,,,,,,,,,5.049032091990284,
483,Missouri,2007,265.0,5887612.0,,,,,,,,,,,,1.33,0.3,0.78,2.4,5.0,6.0,46.1,53.3,,,,,,,,,,,,,,4.500975947463929,
484,Missouri,2008,360.0,5923916.0,,,,,,,,,,,,1.32,0.3,0.8,2.42,5.0,8.0,49.3,49.4,,,,,,,,,,,,,,6.077061187228178,
485,Missouri,2009,319.0,5961088.0,,,,,,,,,,,36425.0,1.3,0.3,0.83,2.43,5.0,8.0,49.3,49.4,,,,,,,,,,,,,,5.3513720985162445,
486,Missouri,2010,335.0,5988927.0,31644.0,170549.0,537.0,1884.0,6570.0,21983.0,31710.0,120544.0,18295.0,200986.0,36735.0,1.27,0.32,0.81,2.41,5.0,8.0,49.3,49.4,,,,,,,,,,,,,,5.59365642626801,3355.960091014634
487,Missouri,2011,303.0,6010280.0,30292.0,173788.0,503.0,1858.0,6383.0,20833.0,34029.0,122749.0,17010.0,202862.0,38119.0,1.24,0.34,0.86,2.45,5.0,8.0,49.3,49.4,1286.0,23468.0,7660.0,3382.0,1523.0,2088.0,39407.0,,,,,,,5.0413624656422,3375.2504043072868
488,Missouri,2012,311.0,6023267.0,26882.0,176436.0,404.0,1728.0,5592.0,18483.0,35293.0,124769.0,16374.0,202239.0,39865.0,1.22,0.34,0.86,2.42,5.0,8.0,44.4,53.8,1330.0,24986.0,8230.0,4913.0,1864.0,2266.0,43589.0,511.0,63.0,1581.0,307.0,855.0,312.0,5.163310874314553,3357.6296717379455
489,Missouri,2013,293.0,6041142.0,26216.0,189655.0,369.0,1679.0,5486.0,18056.0,38797.0,134514.0,16344.0,214876.0,39864.0,1.19,0.36,0.89,2.44,5.0,8.0,44.4,53.8,1335.0,26311.0,8656.0,7309.0,2344.0,2363.0,48318.0,581.0,53.0,1675.0,333.0,863.0,333.0,4.850076359734633,3556.877159980679
490,Missouri,2014,383.0,6058014.0,27189.0,199813.0,390.0,1527.0,5782.0,19490.0,42510.0,140971.0,16332.0,226612.0,41141.0,1.16,0.36,0.88,2.4,5.0,8.0,44.4,53.8,1341.0,27148.0,8863.0,9199.0,2615.0,2384.0,51550.0,639.0,57.0,1665.0,320.0,862.0,312.0,6.3222039434045545,3740.697859067345
491,Missouri,2015,492.0,6072640.0,26888.0,199085.0,366.0,1469.0,6275.0,18778.0,44875.0,138879.0,15331.0,225607.0,42406.0,1.17,0.39,0.97,2.53,4.0,8.0,44.4,53.8,1369.0,29468.0,9389.0,12366.0,3423.0,2460.0,58475.0,683.0,68.0,1554.0,310.0,823.0,303.0,8.1019128418612,3715.138720556463
492,Missouri,2016,515.0,6091176.0,27440.0,200858.0,420.0,1445.0,6185.0,19390.0,44197.0,140526.0,16135.0,227878.0,42939.0,1.15,0.38,0.96,2.49,5.0,7.0,38.1,56.8,1378.0,30433.0,9472.0,15052.0,4080.0,2499.0,62914.0,668.0,65.0,1494.0,294.0,828.0,321.0,8.454853381350333,3741.1166579327214
493,Missouri,2017,609.0,6113532.0,,,,,,,,,,,43661.0,,,,,,6.0,38.1,56.8,1401.0,32259.0,9588.0,21271.0,5839.0,2638.0,72996.0,,,,,,,9.961508339205553,
494,Montana,1999,17.0,,,,,,,,,,,,,1.56,0.28,0.67,2.51,2.0,5.0,,,,,,,,,,,,,,,,,
495,Montana,2000,17.0,903773.0,,,,,,,,,,,,1.57,0.29,0.68,2.54,2.0,5.0,33.4,58.4,,,,,,,,,,,,,,1.881003305033454,
496,Montana,2001,20.0,906961.0,,,,,,,,,,,,1.58,0.3,0.68,2.56,2.0,5.0,33.4,58.4,,,,,,,,,,,,,,2.205166484556668,
497,Montana,2002,9.0,911667.0,,,,,,,,,,,,1.62,0.33,0.7,2.65,2.0,5.0,33.4,58.4,,,,,,,,,,,,,,0.9872025640941264,
498,Montana,2003,20.0,919630.0,,,,,,,,,,,,1.56,0.33,0.72,2.62,2.0,5.0,33.4,58.4,,,,,,,,,,,,,,2.17478768635212,
499,Montana,2004,12.0,930009.0,,,,,,,,,,,,1.57,0.34,0.75,2.66,2.0,5.0,38.6,59.1,,,,,,,,,,,,,,1.290310093773286,
500,Montana,2005,17.0,940102.0,,,,,,,,,,,,1.59,0.42,0.77,2.78,2.0,5.0,38.6,59.1,,,,,,,,,,,,,,1.8083144169462464,
501,Montana,2006,11.0,952692.0,,,,,,,,,,,,1.63,0.41,0.82,2.87,2.0,5.0,38.6,59.1,,,,,,,,,,,,,,1.1546229001608075,
502,Montana,2007,15.0,964706.0,,,,,,,,,,,,1.66,0.43,0.85,2.94,2.0,5.0,38.6,59.1,,,,,,,,,,,,,,1.5548778591612367,
503,Montana,2008,16.0,976415.0,,,,,,,,,,,,1.66,0.44,0.87,2.97,2.0,5.0,47.3,49.5,,,,,,,,,,,,,,1.638647501318599,
504,Montana,2009,21.0,983982.0,,,,,,,,,,,34318.0,1.64,0.45,0.87,2.96,2.0,4.0,47.3,49.5,,,,,,,,,,,,,,2.134185381439904,
505,Montana,2010,17.0,989415.0,3840.0,27976.0,36.0,414.0,266.0,2960.0,3934.0,21299.0,2743.0,31616.0,35462.0,1.65,0.45,0.88,2.98,2.0,4.0,47.3,49.5,,,,,,,,,,,,,,1.71818700949551,3195.4235583652962
506,Montana,2011,14.0,996866.0,3647.0,27276.0,38.0,405.0,210.0,2827.0,3887.0,20966.0,2423.0,30718.0,37817.0,1.61,0.47,0.9,2.97,2.0,4.0,47.3,49.5,385.0,2652.0,1842.0,1631.0,404.0,338.0,7252.0,,,,,,,1.404401393968698,3081.45728713789
507,Montana,2012,10.0,1003522.0,3361.0,25525.0,38.0,396.0,202.0,2563.0,3639.0,19826.0,2060.0,28686.0,39887.0,1.65,0.48,0.94,3.07,2.0,4.0,41.7,55.4,404.0,2852.0,1892.0,2303.0,497.0,345.0,8293.0,135.0,13.0,260.0,69.0,145.0,54.0,0.9964903609487386,2858.532249417551
508,Montana,2013,14.0,1011921.0,2924.0,26195.0,23.0,382.0,217.0,2217.0,4122.0,20192.0,1881.0,29011.0,39602.0,1.63,0.49,0.95,3.07,2.0,4.0,41.7,55.4,430.0,3078.0,2190.0,3670.0,621.0,375.0,10364.0,134.0,13.0,263.0,70.0,153.0,55.0,1.3835072105431157,2866.923406076166
509,Montana,2014,32.0,1019931.0,2803.0,26102.0,29.0,392.0,202.0,2180.0,3920.0,20484.0,1698.0,28876.0,40862.0,1.62,0.5,0.96,3.08,2.0,4.0,41.7,55.4,439.0,3158.0,2163.0,4571.0,744.0,386.0,11461.0,120.0,10.0,244.0,65.0,154.0,51.0,3.137467142385122,2831.1719126097746
510,Montana,2015,34.0,1028317.0,2755.0,23885.0,29.0,366.0,171.0,2189.0,3347.0,19089.0,1449.0,26611.0,42637.0,1.63,0.5,0.96,3.09,2.0,4.0,41.7,55.4,435.0,3506.0,2299.0,5220.0,912.0,426.0,12798.0,133.0,13.0,236.0,60.0,157.0,54.0,3.306373423759405,2587.8206817547507
511,Montana,2016,42.0,1038656.0,2733.0,25409.0,25.0,332.0,154.0,2222.0,3692.0,20166.0,1551.0,28117.0,43107.0,1.62,0.52,0.98,3.11,2.0,4.0,35.8,56.2,444.0,3675.0,2373.0,7928.0,1042.0,438.0,15900.0,160.0,16.0,251.0,63.0,164.0,62.0,4.043687226569721,2707.0560416538297
512,Montana,2017,41.0,1050493.0,,,,,,,,,,,43907.0,,,,,,4.0,35.8,56.2,450.0,3873.0,2368.0,13471.0,1505.0,466.0,22133.0,,,,,,,3.9029293864880588,
513,Nebraska,1999,29.0,,,,,,,,,,,,,1.42,0.17,0.6,2.19,6.0,22.0,,,,,,,,,,,,,,,,,
514,Nebraska,2000,41.0,1713820.0,,,,,,,,,,,,1.44,0.17,0.62,2.23,6.0,22.0,33.3,62.2,,,,,,,,,,,,,,2.3923165793373866,
515,Nebraska,2001,21.0,1719836.0,,,,,,,,,,,,1.43,0.16,0.6,2.2,6.0,22.0,33.3,62.2,,,,,,,,,,,,,,1.2210466579371522,
516,Nebraska,2002,27.0,1728292.0,,,,,,,,,,,,1.45,0.17,0.61,2.23,6.0,22.0,33.3,62.2,,,,,,,,,,,,,,1.56223601104443,
517,Nebraska,2003,31.0,1738643.0,,,,,,,,,,,,1.43,0.19,0.63,2.24,6.0,22.0,33.3,62.2,,,,,,,,,,,,,,1.7829997302493956,
518,Nebraska,2004,24.0,1749370.0,,,,,,,,,,,,1.44,0.2,0.65,2.28,6.0,23.0,32.7,66.0,,,,,,,,,,,,,,1.371922463515437,
519,Nebraska,2005,28.0,1761497.0,,,,,,,,,,,,1.41,0.2,0.68,2.29,6.0,23.0,32.7,66.0,,,,,,,,,,,,,,1.589557064247058,
520,Nebraska,2006,31.0,1772693.0,,,,,,,,,,,,1.42,0.21,0.71,2.35,6.0,23.0,32.7,66.0,,,,,,,,,,,,,,1.748751757918602,
521,Nebraska,2007,43.0,1783440.0,,,,,,,,,,,,1.43,0.2,0.67,2.31,6.0,21.0,32.7,66.0,,,,,,,,,,,,,,2.411070739694074,
522,Nebraska,2008,49.0,1796378.0,,,,,,,,,,,,1.45,0.2,0.68,2.33,6.0,21.0,41.6,56.5,,,,,,,,,,,,,,2.7277109828777686,
523,Nebraska,2009,31.0,1812683.0,,,,,,,,,,,39226.0,1.42,0.2,0.67,2.29,6.0,22.0,41.6,56.5,,,,,,,,,,,,,,1.7101721591695844,
524,Nebraska,2010,41.0,1826341.0,5550.0,43163.0,49.0,738.0,946.0,3561.0,6444.0,31994.0,4725.0,48408.0,40520.0,1.4,0.21,0.67,2.28,6.0,22.0,41.6,56.5,,,,,,,,,,,,,,2.244925783301147,2650.545544342486
525,Nebraska,2011,41.0,1841641.0,5167.0,42597.0,62.0,648.0,994.0,3226.0,6443.0,32148.0,4006.0,47465.0,44882.0,1.39,0.21,0.69,2.28,6.0,22.0,41.6,56.5,703.0,4873.0,2012.0,1792.0,546.0,734.0,10660.0,,,,,,,2.2262753707155736,2577.32098709792
526,Nebraska,2012,46.0,1854862.0,5201.0,47526.0,53.0,645.0,1044.0,3226.0,7936.0,35063.0,4527.0,52441.0,46087.0,1.41,0.21,0.69,2.31,7.0,22.0,38.0,59.8,717.0,5068.0,2049.0,2273.0,895.0,768.0,11770.0,139.0,22.0,398.0,108.0,243.0,88.0,2.4799688602170944,2827.218413014014
527,Nebraska,2013,55.0,1867414.0,4949.0,49197.0,56.0,621.0,1035.0,3011.0,8945.0,35791.0,4461.0,53864.0,45905.0,1.39,0.21,0.71,2.31,6.0,22.0,38.0,59.8,724.0,5688.0,2112.0,2980.0,814.0,778.0,13096.0,152.0,19.0,400.0,119.0,247.0,90.0,2.9452494197858643,2884.4166317699237
528,Nebraska,2014,51.0,1880920.0,4802.0,51203.0,52.0,710.0,1128.0,2912.0,8745.0,38301.0,4157.0,55953.0,48425.0,1.37,0.21,0.71,2.3,7.0,22.0,38.0,59.8,731.0,5843.0,2131.0,3483.0,895.0,781.0,13864.0,158.0,18.0,428.0,115.0,251.0,98.0,2.7114390830019355,2974.7676668864174
529,Nebraska,2015,59.0,1893564.0,4672.0,50894.0,68.0,699.0,993.0,2912.0,8725.0,38060.0,4109.0,55498.0,49572.0,1.34,0.22,0.71,2.27,6.0,22.0,38.0,59.8,734.0,6190.0,2190.0,4880.0,1156.0,806.0,15956.0,166.0,21.0,421.0,106.0,253.0,100.0,3.1158175799708907,2930.8753229360086
